title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
"Breaking News: NANO Nuclear Energy Inc. Announces Closing of Oversubscribed $4.14 Million Round, Led by Former Transportation Executives to Fund the Research & Development of 'ZEUS' Portable Advanced Nuclear Micro Reactor and its Next Phase of Growth | Financial Buzz",20230213T142914,https://www.financialbuzz.com/breaking-news-nano-nuclear-energy-inc-announces-closing-of-oversubscribed-4-14-million-round-led-by-former-transportation-executives-to-fund-the-research-development-of-zeus-portable-advance/,AAC,0.035875,Neutral,0.063724
