title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
"Why Cardlytics Shares Are Trading Higher By Around 37%; Here Are 20 Stocks Moving Premarket - Adobe  ( NASDAQ:ADBE ) , Adial Pharmaceuticals  ( NASDAQ:ADIL ) ",20240315T121323,https://www.benzinga.com/news/24/03/37741520/why-cardlytics-shares-are-trading-higher-by-around-37-here-are-20-stocks-moving-premarket,BREA,0.126119,Neutral,0.04389
"Why Zoomcar Shares Are Trading Higher By Around 142%; Here Are 20 Stocks Moving Premarket - Color Star Tech  ( NASDAQ:ADD ) , ReAlpha Tech  ( NASDAQ:AIRE ) ",20241226T124542,https://www.benzinga.com/24/12/42681647/why-zoomcar-shares-are-trading-higher-by-around-142-here-are-20-stocks-moving-premarket,BREA,0.163354,Neutral,-0.016225
Brera Holdings' FENIX Trophy Tournament Enters Final Stage; Another Milan-Manchester Football Clash may be coming to San Siro before Saturday's Champions League Final in Istanbul,20230607T125000,https://www.globenewswire.com/news-release/2023/06/07/2683786/0/en/Brera-Holdings-FENIX-Trophy-Tournament-Enters-Final-Stage-Another-Milan-Manchester-Football-Clash-may-be-coming-to-San-Siro-before-Saturday-s-Champions-League-Final-in-Istanbul.html,BREA,0.147141,Somewhat-Bullish,0.181002
Why Porch Group Shares Are Trading Higher By Around 20%; Here Are 20 Stocks Moving Premarket - Porch Group  ( NASDAQ:PRCH ) ,20240308T132350,https://www.benzinga.com/news/24/03/37557816/why-porch-group-shares-are-trading-higher-by-around-20-here-are-20-stocks-moving-premarket,BREA,0.125134,Neutral,0.044465
Why TSMC Shares Are Trading Higher By Around 8%; Here Are 20 Stocks Moving Premarket - Taiwan Semiconductor  ( NYSE:TSM ) ,20241017T093943,https://www.benzinga.com/news/24/10/41375303/why-tsmc-shares-are-trading-higher-by-around-8-here-are-20-stocks-moving-premarket,BREA,0.122894,Somewhat-Bullish,0.225213
