title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
The Benchmark Company Announces Upcoming 12th Annual Discovery One-on-One Investor Conference,20231110T144754,https://www.benzinga.com/pressreleases/23/11/g35726156/the-benchmark-company-announces-upcoming-12th-annual-discovery-one-on-one-investor-conference,INTS,0.069094,Neutral,0.0
"Dow Jumps Over 100 Points; MBIA Shares Spike Higher - Torrid Holdings  ( NYSE:CURV ) , Comtech Telecom  ( NASDAQ:CMTL ) ",20231208T195907,https://www.benzinga.com/news/earnings/23/12/36159627/dow-jumps-over-100-points-mbia-shares-spike-higher,INTS,0.222838,Somewhat-Bearish,-0.183519
"Crude Oil Surges Over 2%; Lululemon Posts Upbeat Earnings - Applied UV  ( NASDAQ:AUVI ) , Torrid Holdings  ( NYSE:CURV ) ",20231208T171158,https://www.benzinga.com/news/earnings/23/12/36156737/crude-oil-surges-over-2-lululemon-posts-upbeat-earnings,INTS,0.199584,Somewhat-Bearish,-0.168837
"US Stocks Down; Nonfarm Payrolls Rise By 199,000 In November - Applied UV  ( NASDAQ:AUVI ) , Cyngn  ( NASDAQ:CYN ) ",20231208T144447,https://www.benzinga.com/news/earnings/23/12/36153916/us-stocks-down-nonfarm-payrolls-rise-by-199-000-in-november,INTS,0.232069,Somewhat-Bearish,-0.18932
