title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
Why LENZ Therapeutics Shares Are Trading Higher By Around 18%; Here Are 20 Stocks Moving Premarket - Koninklijke Philips  ( NYSE:PHG ) ,20241028T103251,https://www.benzinga.com/news/24/10/41569352/why-lenz-therapeutics-shares-are-trading-higher-by-around-18-here-are-20-stocks-moving-premarket,SMX,0.142144,Neutral,0.077626
"Why Juniper Networks Shares Are Trading Higher By Over 23%; Here Are 20 Stocks Moving Premarket - Bit Brother  ( NASDAQ:BETS ) , ARB IOT Group  ( NASDAQ:ARBB ) ",20240109T132311,https://www.benzinga.com/news/24/01/36554974/why-juniper-networks-shares-are-trading-higher-by-over-23-here-are-20-stocks-moving-premarket,SMX,0.150122,Neutral,-0.011074
"Why Semtech Shares Are Trading Higher By 25%; Here Are 20 Stocks Moving Premarket - Acorda Therapeutics  ( NASDAQ:ACOR ) , Baosheng Media Gr  ( NASDAQ:BAOS ) ",20230608T122318,https://www.benzinga.com/news/23/06/32776733/why-semtech-shares-are-trading-higher-by-25-here-are-20-stocks-moving-premarket,SMX,0.152018,Somewhat-Bullish,0.275195
"Why Zoomcar Shares Are Trading Higher By Around 142%; Here Are 20 Stocks Moving Premarket - Color Star Tech  ( NASDAQ:ADD ) , ReAlpha Tech  ( NASDAQ:AIRE ) ",20241226T124542,https://www.benzinga.com/24/12/42681647/why-zoomcar-shares-are-trading-higher-by-around-142-here-are-20-stocks-moving-premarket,SMX,0.163354,Neutral,0.110619
"Why Cemtrex Shares Are Trading Higher By Around 17%; Here Are 20 Stocks Moving Premarket - Alset  ( NASDAQ:AEI ) , Ambow Education Holding  ( AMEX:AMBO ) ",20241231T103326,https://www.benzinga.com/24/12/42737792/why-cemtrex-shares-are-trading-higher-by-around-17-here-are-20-stocks-moving-premarket,SMX,0.166743,Neutral,-0.093439
"Why Sintx Technologies Shares Are Trading Higher By Over 39%; Here Are 20 Stocks Moving Premarket - Pop Culture Gr  ( NASDAQ:CPOP ) , American Superconductor  ( NASDAQ:AMSC ) ",20240131T131710,https://www.benzinga.com/news/24/01/36865230/why-sintx-technologies-shares-are-trading-higher-by-over-39-here-are-20-stocks-moving-premarket,SMX,0.152983,Neutral,-0.088211
"US Stocks Edge Higher; Amazon And iRobot Agree To Terminate Acquisition Deal - Arrival  ( NASDAQ:ARVL ) , Amazon.com  ( NASDAQ:AMZN ) ",20240129T144840,https://www.benzinga.com/news/earnings/24/01/36825595/us-stocks-edge-higher-amazon-and-irobot-agree-to-terminate-acquisition-deal,SMX,0.177802,Neutral,0.026644
"Why Motorsport Games Shares Are Trading Lower By Over 10%; Here Are 20 Stocks Moving Premarket - Berkshire Grey  ( NASDAQ:BGRY ) , Allarity Therapeutics  ( NASDAQ:ALLR ) ",20230327T115915,https://www.benzinga.com/news/23/03/31508672/why-motorsport-games-shares-are-trading-lower-by-over-10-here-are-20-stocks-moving-premarket,SMX,0.147366,Bearish,-0.3506
