title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
"Delisting of Securities of Genesis Growth Tech Acquisition Corp.; Financial Strategies Acquisition Corp.; Kiromic BioPharma, Inc.; Infinity Pharmaceuticals, Inc.; Molekule Group, Inc.; EBET, Inc.; Shift Technologies, Inc.; Ontrak, Inc.; RVL Pharmaceuticals plc; Biocept, Inc.; Akumin Inc.; Appreciate Holdings, Inc.; Liberty TripAdvisor Holdings, Inc.; Tempo Automation Holdings, Inc.; Medicenna Therapeutics Corp.; RiceBran Technologies; and Acer Therapeutics Inc. from The Nasdaq Stock Market",20231117T210500,https://www.globenewswire.com/news-release/2023/11/17/2782732/6948/en/Delisting-of-Securities-of-Genesis-Growth-Tech-Acquisition-Corp-Financial-Strategies-Acquisition-Corp-Kiromic-BioPharma-Inc-Infinity-Pharmaceuticals-Inc-Molekule-Group-Inc-EBET-Inc.html,INFIQ,0.128822,Neutral,0.04669
