title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
"Crude Oil Drops Sharply; Best Buy Earnings Top Expectations - Annexon  ( NASDAQ:ANNX ) , Digital Turbine  ( NASDAQ:APPS ) ",20230525T183908,https://www.benzinga.com/news/earnings/23/05/32582243/crude-oil-drops-sharply-best-buy-earnings-top-expectations,BMR,0.1172,Neutral,0.094111
"Nasdaq Surges 1.5%; NVIDIA Shares Jump Following Strong Q1 Results - Annexon  ( NASDAQ:ANNX ) , Digital Turbine  ( NASDAQ:APPS ) ",20230525T160218,https://www.benzinga.com/news/earnings/23/05/32579047/nasdaq-surges-1-5-nvidia-shares-jump-following-strong-q1-results,BMR,0.115787,Neutral,0.09366
"Dow Drops 100 Points; US GDP Tops Estimates - Annexon  ( NASDAQ:ANNX ) , Digital Turbine  ( NASDAQ:APPS ) ",20230525T134627,https://www.benzinga.com/news/earnings/23/05/32574777/dow-drops-100-points-us-gdp-tops-estimates,BMR,0.131284,Neutral,0.099021
