title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
Why Starbox Group Shares Are Trading Higher By 22%; Here Are 20 Stocks Moving Premarket,20230119T124819,https://www.benzinga.com/news/23/01/30480367/why-starbox-group-shares-are-trading-higher-by-22-here-are-20-stocks-moving-premarket,OLK,0.15347,Neutral,0.055726
"Crude Oil Moves Lower; Bank of America Profit Beats Expectations - Bank of America  ( NYSE:BAC ) , Assembly Biosciences  ( NASDAQ:ASMB ) ",20231017T183154,https://www.benzinga.com/news/earnings/23/10/35295744/crude-oil-moves-lower-bank-of-america-profit-beats-expectations,OLK,0.132368,Somewhat-Bullish,0.283099
"Dow Surges 100 Points; Goldman Sachs Posts Upbeat Earnings - Evelo Biosciences  ( NASDAQ:EVLO ) , Assembly Biosciences  ( NASDAQ:ASMB ) ",20231017T155630,https://www.benzinga.com/news/earnings/23/10/35292651/dow-surges-100-points-goldman-sachs-posts-upbeat-earnings,OLK,0.132004,Somewhat-Bullish,0.282726
