title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
Why HealthEquity Shares Are Trading Higher; Here Are 20 Stocks Moving Premarket - HealthEquity  ( NASDAQ:HQY ) ,20240604T095006,https://www.benzinga.com/news/24/06/39153820/why-healthequity-shares-are-trading-higher-here-are-20-stocks-moving-premarket,CAPT,0.127456,Somewhat-Bullish,0.158514
"Why Guess? Shares Are Trading Lower By Around 15%; Here Are 20 Stocks Moving Premarket - Anghami  ( NASDAQ:ANGH ) , AgileThought  ( NASDAQ:AGIL ) ",20231122T125806,https://www.benzinga.com/news/23/11/35914672/why-guess-shares-are-trading-lower-by-around-15-here-are-20-stocks-moving-premarket,CAPT,0.13459,Somewhat-Bullish,0.315262
