title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
Why Saratoga Investment Shares Are Trading Higher By Around 8%; Here Are 20 Stocks Moving Premarket - Saratoga Investment  ( NYSE:SAR ) ,20241009T093211,https://www.benzinga.com/news/24/10/41245446/why-saratoga-investment-shares-are-trading-higher-by-around-8-here-are-20-stocks-moving-premarket,MLEC,0.162255,Somewhat-Bearish,-0.302123
"Why CinCor Pharma Shares Are Trading Higher By 140%; Here Are 20 Stocks Moving Premarket - Albireo Pharma  ( NASDAQ:ALBO ) , Amryt Pharma  ( NASDAQ:AMYT ) ",20230109T130447,https://www.benzinga.com/news/23/01/30331195/why-cincor-pharma-shares-are-trading-higher-by-140-here-are-20-stocks-moving-premarket,MLEC,0.137278,Somewhat-Bearish,-0.227691
"US Stocks Higher; Inflation Rate Increases To 3.4% In December - 180 Life Sciences  ( NASDAQ:ATNF ) , Atreca  ( NASDAQ:BCEL ) ",20240111T144455,https://www.benzinga.com/news/earnings/24/01/36594814/us-stocks-higher-inflation-rate-increases-to-3-4-in-december,MLEC,0.142565,Bullish,0.432882
