title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
ATHA Stock Tanks as Alzheimer's Study Fails to Meet Primary Goal,20240904T153200,https://www.zacks.com/stock/news/2331539/atha-stock-tanks-as-alzheimers-study-fails-to-meet-primary-goal,ATHA,0.167904,Neutral,-0.126406
US Stocks Mixed; Trade Gap Widens In July - Faraday Future  ( NASDAQ:FFIE ) ,20240904T140606,https://www.benzinga.com/markets/equities/24/09/40709553/us-stocks-mixed-trade-gap-widens-in-july,ATHA,0.185306,Neutral,0.106545
"Dow Edges Higher; Prometheus Biosciences Shares Jump - Ensysce Biosciences  ( NASDAQ:ENSC ) , iBio  ( AMEX:IBIO ) ",20221207T194335,https://www.benzinga.com/news/earnings/22/12/29997451/dow-edges-higher-prometheus-biosciences-shares-jump,ATHA,0.055109,Neutral,-0.149042
"Nasdaq Drops 75 Points; Crude Oil Down 2% - Ensysce Biosciences  ( NASDAQ:ENSC ) , iBio  ( AMEX:IBIO ) ",20221207T171629,https://www.benzinga.com/news/earnings/22/12/29995240/nasdaq-drops-75-points-crude-oil-down-2,ATHA,0.055109,Neutral,-0.149042
