title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
"GoodwillFinds, The Online Thrift Store, Expands To Meet Strong Demand For Resale",20230329T130000,https://www.forbes.com/sites/joanverdon/2023/03/29/goodwillfinds-the-online-thrift-store-expands-to-meet-strong-demand-for-resale/,GLDAF,0.042571,Neutral,0.072134
The RealReal announced a round of store closings and layoffs,20230216T171139,https://www.axios.com/2023/02/16/therealreal-realreal-store-closings-layoffs,GLDAF,0.15347,Neutral,0.014814
"How to snag discounts through Beni, an online shopping tool that hunts for resale deals on Poshmark, eBay, and The RealReal",20230206T100000,https://www.businessinsider.com/how-use-beni-chrome-extension-get-resale-deals-poshmark-realreal-2023-2,GLDAF,0.060541,Neutral,0.037999
"How Ace Hardware, America's neighborhood hardware store for 100 years, is beating its big-box rivals | Business",20240524T185000,https://www.cnn.com/2024/05/24/business/ace-hardware-staying-power/index.html,GLDAF,0.025272,Neutral,0.042906
