title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
Why DocuSign Shares Are Trading Higher By Around 6%; Here Are 20 Stocks Moving Premarket - DocuSign  ( NASDAQ:DOCU ) ,20241008T103656,https://www.benzinga.com/news/24/10/41224009/why-docusign-shares-are-trading-higher-by-around-6-here-are-20-stocks-moving-premarket,GRI,0.247838,Somewhat-Bullish,0.28808
"Why Meta Shares Are Trading Higher By Over 16%; Here Are 20 Stocks Moving Premarket - Apple  ( NASDAQ:AAPL ) , AgriFORCE Growing Systems  ( NASDAQ:AGRI ) ",20240202T132113,https://www.benzinga.com/news/24/02/36908482/why-meta-shares-are-trading-higher-by-over-16-here-are-20-stocks-moving-premarket,GRI,0.139669,Somewhat-Bearish,-0.244448
