title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
Why Embark Technology Jumped Around 85%; Here Are 108 Biggest Movers From Friday,20220815T074324,https://www.benzinga.com/news/22/08/28488766/why-embark-technology-jumped-around-85-here-are-108-biggest-movers-from-friday,SURG,0.033942,Somewhat-Bearish,-0.168963
"Why SurgePays Shares Are Trading Lower By Around 15%; Here Are 20 Stocks Moving Premarket - Aeva Technologies  ( NYSE:AEVA ) , ReAlpha Tech Corp  ( NASDAQ:AIRE ) ",20240313T122411,https://www.benzinga.com/news/24/03/37656479/why-surgepays-shares-are-trading-lower-by-around-15-here-are-20-stocks-moving-premarket,SURG,0.298567,Neutral,0.110764
