title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
"US Stocks Open Higher; Dow Rises 200 Points - First Citizens BancShares  ( NASDAQ:FCNCA ) , First Republic Bank  ( NYSE:FRC ) ",20230327T135653,https://www.benzinga.com/news/earnings/23/03/31512485/us-stocks-open-higher-dow-rises-200-points,CRYPTO:AGI,0.061315,Somewhat-Bearish,-0.179528
