title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
"Why My Size Shares Are Trading Higher By Around 64%; Here Are 24 Stocks Moving Premarket - Ardmore Shipping  ( NYSE:ASC ) , Albertsons Companies  ( NYSE:ACI ) ",20221208T133650,https://www.benzinga.com/news/22/12/30006147/why-my-size-shares-are-trading-higher-by-around-64-here-are-24-stocks-moving-premarket,ODV,0.204647,Neutral,0.0
"Advanced Human Imaging  ( NASDAQ:AHI ) , Aditxt  ( NASDAQ:ADTX )  - Why Immunocore Shares Dipped 22%; Here Are 73 Biggest Movers From Friday",20220912T072340,https://www.benzinga.com/news/22/09/28823434/why-immunocore-shares-dipped-22-here-are-73-biggest-movers-from-friday,ODV,0.062597,Somewhat-Bullish,0.27147
