title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
"Earnings Scheduled For May 16, 2022",20220516T091844,https://www.benzinga.com/news/earnings/22/05/27212365/earnings-scheduled-for-may-16-2022,HPK,0.033321,Neutral,-0.003257
"NetApp, Autodesk And Other Big Gainers From Thursday",20220826T082250,https://www.benzinga.com/news/22/08/28645151/netapp-autodesk-and-other-big-gainers-from-thursday,HPK,0.131884,Neutral,0.111131
"Nasdaq Drops Over 100 Points; Campbell Soup Earnings Beat Estimates - Campbell Soup  ( NYSE:CPB ) , Couchbase  ( NASDAQ:BASE ) ",20230607T163734,https://www.benzinga.com/news/earnings/23/06/32763380/nasdaq-drops-over-100-points-campbell-soup-earnings-beat-estimates,HPK,0.101367,Somewhat-Bullish,0.251136
"US Stocks Turn Lower; Dow Dips Over 100 Points - Cavco Indus  ( NASDAQ:CVCO ) , CI&T  ( NYSE:CINT ) ",20230519T160436,https://www.benzinga.com/news/earnings/23/05/32489131/us-stocks-turn-lower-dow-dips-over-100-points,HPK,0.14131,Somewhat-Bullish,0.287692
" ( AGRI ) , Amplify YieldShares Oil Hedged MLP Income ETF  ( AMLX )  - Why PolyPid Dipped Over 73%; Here Are 60 Biggest Movers From Friday",20220906T065525,https://www.benzinga.com/news/22/09/28751095/why-polypid-dipped-over-73-here-are-60-biggest-movers-from-friday,HPK,0.060771,Somewhat-Bullish,0.271245
