title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
"US Stocks Mixed On Black Friday; Dow Rises Over 100 Points - Check-Cap  ( NASDAQ:CHEK ) , C4 Therapeutics  ( NASDAQ:CCCC ) ",20221125T150654,https://www.benzinga.com/news/earnings/22/11/29858561/us-stocks-mixed-on-black-friday-dow-rises-over-100-points,EBR,0.134968,Somewhat-Bullish,0.324037
"Dow Rises 50 Points; Oxford Industries Shares Plunge - Torrid Holdings  ( NYSE:CURV ) , Allarity Therapeutics  ( NASDAQ:ALLR ) ",20230324T182821,https://www.benzinga.com/news/earnings/23/03/31496529/dow-rises-50-points-oxford-industries-shares-plunge,EBR,0.130926,Somewhat-Bullish,0.181954
"Crude Oil Down 1%; US Composite PMI Jumps In March - Torrid Holdings  ( NYSE:CURV ) , Allarity Therapeutics  ( NASDAQ:ALLR ) ",20230324T160406,https://www.benzinga.com/news/earnings/23/03/31494297/crude-oil-down-1-us-composite-pmi-jumps-in-march,EBR,0.134214,Somewhat-Bullish,0.184214
