title,time_published,url,ticker,relevance_score,ticker_sentiment_label,ticker_sentiment_score
Why AMD Shares Are Trading Higher By Over 9%; Here Are 20 Stocks Moving Premarket - Advanced Micro Devices  ( NASDAQ:AMD ) ,20240731T094600,https://www.benzinga.com/trading-ideas/movers/24/07/40061374/why-amd-shares-are-trading-higher-by-over-9-here-are-20-stocks-moving-premarket,DALN,0.140485,Somewhat-Bullish,0.346301
"Why Sangamo Therapeutics Shares Are Trading Higher By Around 20%; Here Are 20 Stocks Moving Premarket - Aethlon Medical  ( NASDAQ:AEMD ) , Abacus Life  ( NASDAQ:ABL ) ",20241219T111536,https://www.benzinga.com/24/12/42571821/why-sangamo-therapeutics-shares-are-trading-higher-by-around-20-here-are-20-stocks-moving-premarket,DALN,0.16849,Neutral,0.089094
"AcelRx Pharmaceuticals  ( NASDAQ:ACRX ) , American Eagle Outfitters  ( NYSE:AEO )  - Why Asana Is Trading Higher By 24%; Here Are 24 Stocks Moving Premarket",20220908T112731,https://www.benzinga.com/news/22/09/28790915/why-asana-is-trading-higher-by-24-here-are-24-stocks-moving-premarket,DALN,0.189175,Neutral,0.127807
