Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
CDXC,ChromaDex Corporation,2.95,-0.74,-20.05,876002,313661,222162000,2024-04-23T06:22:02.853728
GNLX,Genelux Corporation,3.35,-0.78,-18.89,262687,138206,89999000,2024-04-23T06:22:02.853728
MDIA,MediaCo Holding Inc.,1.82,-0.46,-20.18,231807,4070000,85070000,2024-04-23T06:22:02.853728
INDO,Indonesia Energy Corporation Limited,4.19,-0.84,-16.7,1764000,1999000,42749000,2024-04-23T06:22:02.853728
IZM,ICZOOM Group Inc.,3.17,-0.78,-19.75,1702000,817137,32874000,2024-04-23T06:22:02.853728
WISA,"WiSA Technologies, Inc.",4.32,-1.74,-28.71,4004000,5439000,8590000,2024-04-23T06:22:02.853728
MRIN,Marin Software Incorporated,2.3,-0.64,-21.77,204977,746542,6926000,2024-04-23T06:22:02.853728
TFFP,"TFF Pharmaceuticals, Inc.",2.58,-0.58,-18.35,47230,31256,6500000,2024-04-23T06:22:02.853728
ZCMD,Zhongchao Inc.,1.59,-0.35,-18.04,780990,916659,3927000,2024-04-23T06:22:02.853728
SBFM,"Sunshine Biopharma, Inc.",1.44,-0.325,-18.41,5428000,641838,1432000,2024-04-23T06:22:02.853728
