Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
NKE,"NIKE, Inc.",75.37,-18.82,-19.98,129967000,11157000,113760000000,2024-07-01T06:29:43.192284
DJTWW,Trump Media & Technology Group Corp.,21.3,-3.91,-15.51,1971000,374896,5829000000,2024-07-01T06:29:43.192284
ALMS,Alumis Inc. Common Stock,13.3,-2.7,-16.87,1765000,1643000,749717000,2024-07-01T06:29:43.192284
KRUS,"Kura Sushi USA, Inc.",63.09,-19.3,-23.43,1426000,165327,708545000,2024-07-01T06:29:43.192284
LPA,Logistic Properties of the Americas,10.5,-3.3,-23.91,205217,96062,332952000,2024-07-01T06:29:43.192284
UBXG,U-BX Technology Ltd.,7.27,-1.63,-18.31,36601,108035,196290000,2024-07-01T06:29:43.192284
CMPX,"Compass Therapeutics, Inc.",1.0,-0.2,-16.67,2464000,346859,137589000,2024-07-01T06:29:43.192284
SGMT,Sagimet Biosciences Inc.,3.42,-0.69,-16.79,3674000,554190,109146000,2024-07-01T06:29:43.192284
FEAM,"5E Advanced Materials, Inc.",1.21,-0.23,-15.97,4524000,235483,76607000,2024-07-01T06:29:43.192284
GLT,Glatfelter Corporation,1.39,-0.27,-16.27,7395000,391182,62901000,2024-07-01T06:29:43.192284
RBOT,Vicarious Surgical Inc.,5.87,-1.1,-15.78,398479,26493,34512000,2024-07-01T06:29:43.192284
NAAS,NaaS Technology Inc.,2.43,-0.46,-15.92,227176,67709,31333000,2024-07-01T06:29:43.192284
MEDS,"TRxADE HEALTH, Inc.",11.17,-1.99,-15.12,175920,100437,15709000,2024-07-01T06:29:43.192284
AEI,Alset Inc.,1.66,-0.31,-15.74,154139,146961,15330000,2024-07-01T06:29:43.192284
AONC,"American Oncology Network, Inc.",1.03,-0.24,-18.9,3926,159014,10513000,2024-07-01T06:29:43.192284
VLCN,"Volcon, Inc.",4.28,-0.81,-15.91,642077,755183,1284000,2024-07-01T06:29:43.192284
BW-PA,"Babcock & Wilcox Enterprises, Inc.",9.67,-2.14,-18.12,335799,34657,0,2024-07-01T06:29:43.192284
