Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
XPNGF,XPeng Inc.,3.01,-1.04,-25.68,100,15778,6673000000,2024-04-17T06:21:23.930631
FUFU,BitFuFu Inc.,2.82,-0.59,-17.3,227148,231669,459384000,2024-04-17T06:21:23.930631
GBIO,Generation Bio Co.,3.13,-0.57,-15.41,168357,244390,208073000,2024-04-17T06:21:23.930631
PSTX,"Poseida Therapeutics, Inc.",2.03,-0.4,-16.46,1440000,751685,195873000,2024-04-17T06:21:23.930631
VERU,Veru Inc.,1.255,-0.275,-17.97,3190000,2386000,183708000,2024-04-17T06:21:23.930631
CMCM,Cheetah Mobile Inc.,3.89,-0.96,-19.79,283416,49241,116246000,2024-04-17T06:21:23.930631
INDO,Indonesia Energy Corporation Limited,4.69,-1.39,-22.86,6573000,1616000,47851000,2024-04-17T06:21:23.930631
CZOO,Cazoo Group Ltd,6.0,-1.4,-18.92,452747,1219000,29346000,2024-04-17T06:21:23.930631
DTCK,Davis Commodities Limited,1.03,-0.24,-18.9,312577,169975,25236000,2024-04-17T06:21:23.930631
HUSA,Houston American Energy Corp.,1.91,-0.4,-17.32,2231000,520766,20831000,2024-04-17T06:21:23.930631
ATHE,Alterity Therapeutics Limited,2.05,-0.4,-16.33,365796,79087,17897000,2024-04-17T06:21:23.930631
MDJH,MDJM Ltd,1.12,-0.41,-26.8,42405,15693,13076000,2024-04-17T06:21:23.930631
NXL,"Nexalin Technology, Inc.",1.48,-0.5,-25.25,749465,807958,11006000,2024-04-17T06:21:23.930631
SYTA,Siyata Mobile Inc.,2.46,-0.75,-23.36,79745,14995,1371000,2024-04-17T06:21:23.930631
NITO,"N2OFF, Inc.",1.1491,-0.2209,-16.12,150633,51103,3434000,2024-04-17T06:21:23.930631
