Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
DJTWW,Trump Media & Technology Group Corp.,15.02,-5.62,-27.23,930861,343898,4721000000,2024-06-21T06:17:29.962571
ESPR,"Esperion Therapeutics, Inc.",2.29,-0.43,-15.81,18208000,8532000,433863000,2024-06-21T06:17:29.962571
ABSI,Absci Corporation,2.92,-0.56,-16.09,3947000,1222000,330205000,2024-06-21T06:17:29.962571
OBIO,"Orchestra BioMed Holdings, Inc.",5.89,-1.55,-20.83,113728,58675,210794000,2024-06-21T06:17:29.962571
DM,"Desktop Metal, Inc.",4.16,-0.81,-16.3,1056000,380946,137445000,2024-06-21T06:17:29.962571
LICY,Li-Cycle Holdings Corp.,4.59,-0.88,-16.09,1600000,563054,103256000,2024-06-21T06:17:29.962571
BRNS,Barinthus Biotherapeutics plc,1.25,-0.44,-26.04,107359,24825,48871000,2024-06-21T06:17:29.962571
SYT,"SYLA Technologies Co., Ltd.",1.8,-0.37,-17.05,120922,217433,46960000,2024-06-21T06:17:29.962571
TPST,"Tempest Therapeutics, Inc.",2.01,-0.84,-29.47,30557000,1285000,44657000,2024-06-21T06:17:29.962571
VYNE,VYNE Therapeutics Inc.,1.74,-0.47,-21.27,469895,91919,25279000,2024-06-21T06:17:29.962571
EVTV,"Envirotech Vehicles, Inc.",1.43,-0.3,-17.34,60736,24225,23161000,2024-06-21T06:17:29.962571
WAVE,Eco Wave Power Global AB (publ),2.21,-0.76,-25.59,95882,1094000,12264000,2024-06-21T06:17:29.962571
BAOS,Baosheng Media Group Holdings Limited,1.8,-0.36,-16.67,61885,12966,2762000,2024-06-21T06:17:29.962571
