Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
HRSHF,"Haier Smart Home Co., Ltd.",3.18,-0.65,-16.97,100,11116,33242000000,2024-07-08T06:29:29.847816
CSTL,"Castle Biosciences, Inc.",17.4,-3.85,-18.12,960535,260539,480365000,2024-07-08T06:29:29.847816
SKYE,"Skye Bioscience, Inc.",5.5,-1.96,-26.27,354282,189644,154373000,2024-07-08T06:29:29.847816
MLGO,MicroAlgo Inc.,8.43,-1.91,-18.47,2822000,8231000,64192000,2024-07-08T06:29:29.847816
CLEU,China Liberal Education Holdings Limited,2.18,-0.69,-24.04,13419000,1470000,62820000,2024-07-08T06:29:29.847816
CARM,"Carisma Therapeutics, Inc.",1.15,-0.24,-17.27,903721,772257,47774000,2024-07-08T06:29:29.847816
BIG,"Big Lots, Inc.",1.45,-0.26,-15.2,4942000,1700000,43039000,2024-07-08T06:29:29.847816
QLI,Qilian International Holding Group Limited,4.08,-1.5,-26.88,78843,29302,29172000,2024-07-08T06:29:29.847816
JZXN,"Jiuzi Holdings, Inc.",2.6,-0.8,-23.53,57354,34689,23540000,2024-07-08T06:29:29.847816
LMFA,"LM Funding America, Inc.",3.59,-0.69,-16.12,145832,133321,8950000,2024-07-08T06:29:29.847816
WHLR,"Wheeler Real Estate Investment Trust, Inc.",15.33,-4.18,-21.42,30355,32239,8690000,2024-07-08T06:29:29.847816
CYN,Cyngn Inc.,4.23,-1.14,-21.23,335704,318383,5987000,2024-07-08T06:29:29.847816
ASLN,ASLAN Pharmaceuticals Limited,1.93,-0.45,-18.91,60918,53742,5459000,2024-07-08T06:29:29.847816
