Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
INCTD,"FrankSpeech Network, Inc.",4.54,0.08,1.79,19012,3745,327782000000,2024-09-06T06:34:33.453806
INCT,"FrankSpeech Network, Inc.",4.54,0.0,0.0,50000,3745,327782000000,2024-09-06T06:34:33.453806
CILJF,China Life Insurance Company Limited,1.45,0.0,0.0,3450,7175,109649000000,2024-09-06T06:34:33.453806
CIHHF,"China Merchants Bank Co., Ltd.",4.24,0.0,0.0,1000,3434,109167000000,2024-09-06T06:34:33.453806
CUAEF,China Shenhua Energy Company Limited,4.15,0.0,0.0,120,6313,105644000000,2024-09-06T06:34:33.453806
PIAIF,"Ping An Insurance (Group) Company of China, Ltd.",4.68,0.0,0.0,120,27567,97954000000,2024-09-06T06:34:33.453806
NPPXF,Nippon Telegraph and Telephone Corporation,1.18,0.0,0.0,2000,312518,99218000000,2024-09-06T06:34:33.453806
BCDRF,"Banco Santander, S.A.",4.97,0.0,0.0,100,17244,76797000000,2024-09-06T06:34:33.453806
SAN,"Banco Santander, S.A.",4.87,0.05,1.04,2131000,2280000,75252000000,2024-09-06T06:34:33.453806
IITSF,Intesa Sanpaolo S.p.A.,4.06,0.0,0.0,1000,17132,73298000000,2024-09-06T06:34:33.453806
GLCNF,Glencore plc,4.97,0.0,0.0,500,22739,60704000000,2024-09-06T06:34:33.453806
XIACF,Xiaomi Corporation,2.37,-0.03,-1.25,4132,65198,58709000000,2024-09-06T06:34:33.453806
LYG,Lloyds Banking Group plc,3.03,0.06,2.02,8865000,9499000,46727000000,2024-09-06T06:34:33.453806
WMMVF,"Wal-Mart de México, S.A.B. de C.V.",3.01,-0.05,-1.63,41754,130845,54351000000,2024-09-06T06:34:33.453806
ZIJMF,Zijin Mining Group Company Limited,1.99,0.0,0.0,4208,4509,53449000000,2024-09-06T06:34:33.453806
MFG,"Mizuho Financial Group, Inc.",4.17,0.04,0.97,739190,837040,52853000000,2024-09-06T06:34:33.453806
RBSPF,NatWest Group plc,4.25,0.0,0.0,7614,176178,36493000000,2024-09-06T06:34:33.453806
HLNCF,Haleon plc,5.0,0.6,13.64,500,8350,45792000000,2024-09-06T06:34:33.453806
HNHAF,"Hon Hai Precision Industry Co., Ltd.",3.2561,0.0,0.0,1000,0,45135000000,2024-09-06T06:34:33.453806
BCLYF,Barclays PLC,3.05,0.04,1.33,8400,50836,44583000000,2024-09-06T06:34:33.453806
CAIXY,"CaixaBank, S.A.",1.9475,-0.0025,-0.13,3100,96290,43114000000,2024-09-06T06:34:33.453806
SNGNF,Singapore Telecommunications Limited,2.4,0.0,0.0,3600,4075,39799000000,2024-09-06T06:34:33.453806
NNFSF,"Nongfu Spring Co., Ltd.",3.465,0.0,0.0,233,77,38302000000,2024-09-06T06:34:33.453806
DLEGF,Delta Electronics (Thailand) Public Company Limited,2.1,0.0,0.0,25425,270,39250000000,2024-09-06T06:34:33.453806
CIIHF,CITIC Securities Company Limited,1.3519,0.0,0.0,150,1368,36641000000,2024-09-06T06:34:33.453806
ABEV,Ambev S.A.,2.32,0.0,0.0,12148000,23911000,36485000000,2024-09-06T06:34:33.453806
CHPXF,"China Pacific Insurance (Group) Co., Ltd.",2.38,0.0,0.0,400,137,35449000000,2024-09-06T06:34:33.453806
TSCDF,Tesco PLC,4.94,0.0,0.0,1183,17285,33521000000,2024-09-06T06:34:33.453806
BNKHF,BOC Hong Kong (Holdings) Limited,2.81,0.0,0.0,25,3711,32674000000,2024-09-06T06:34:33.453806
TTRAF,Telstra Group Limited,2.61,0.0,0.0,2131,6893,30392000000,2024-09-06T06:34:33.453806
HRSHF,"Haier Smart Home Co., Ltd.",2.899,0.0,0.0,100,3113,31186000000,2024-09-06T06:34:33.453806
BBD,Banco Bradesco S.A.,2.86,0.03,1.06,27171000,22441000,28283000000,2024-09-06T06:34:33.453806
FANDF,FirstRand Limited,4.97,0.0,0.0,517,148,27853000000,2024-09-06T06:34:33.453806
BBDO,Banco Bradesco S.A.,2.61,0.13,5.24,20794,30203,28283000000,2024-09-06T06:34:33.453806
PPCCF,PICC Property and Casualty Company Limited,1.23,0.0,0.0,81,4427,28810000000,2024-09-06T06:34:33.453806
CTPCY,CITIC Limited,4.6,0.0,0.0,10,234,27916000000,2024-09-06T06:34:33.453806
PUTRY,PTT Public Company Limited,4.68,0.0,0.0,1,2,28349000000,2024-09-06T06:34:33.453806
MLYNF,Malayan Banking Berhad,1.99,0.0,0.0,3692,0,27634000000,2024-09-06T06:34:33.453806
VODPF,Vodafone Group Public Limited Company,1.02,0.0,0.0,999,6744,26767000000,2024-09-06T06:34:33.453806
TEF,"Telefónica, S.A.",4.69,0.03,0.64,615791,697344,26449000000,2024-09-06T06:34:33.453806
TEFOF,"Telefónica, S.A.",4.68,0.0,0.0,2000,12655,26435000000,2024-09-06T06:34:33.453806
CICOF,"COSCO SHIPPING Holdings Co., Ltd.",1.27,0.0,0.0,330,3257,26011000000,2024-09-06T06:34:33.453806
AIPUF,Airports of Thailand Public Company Limited,1.64,0.0,0.0,35635,0,25618000000,2024-09-06T06:34:33.453806
HNNMY,H & M Hennes & Mauritz AB (publ),3.05,-0.02,-0.65,864,33900,24948000000,2024-09-06T06:34:33.453806
