Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
COHR,Coherent Corp.,70.17,13.11,22.98,10436000,1949000,10698000000,2024-06-03T20:11:03.470797
GME,GameStop Corp.,28.0,4.86,21.0,159896000,23830000,9833000000,2024-06-03T20:11:03.470797
NVAX,"Novavax, Inc.",18.22,3.19,21.22,27777000,12479000,2684000000,2024-06-03T20:11:03.470797
AGIO,"Agios Pharmaceuticals, Inc.",43.83,7.49,20.61,1962000,715280,2488000000,2024-06-03T20:11:03.470797
GPCR,Structure Therapeutics Inc.,52.74,18.54,54.21,11653000,603711,2459000000,2024-06-03T20:11:03.470797
OLMA,"Olema Pharmaceuticals, Inc.",11.76,2.08,21.49,4301000,846393,657782000,2024-06-03T20:11:03.470797
DOGZ,Dogness (International) Corporation,13.76,2.71,24.52,698546,182777,175174000,2024-06-03T20:11:03.470797
