,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,1367628.0,1367628.0,1334950.0,1334950.0
ShareIssued,1367628.0,1367628.0,1334950.0,1334950.0
TotalDebt,2814000.0,2195000.0,1209000.0,1346000.0
TangibleBookValue,-1680000.0,4350000.0,13824000.0,20846000.0
InvestedCapital,2735000.0,8279000.0,16751000.0,23878000.0
WorkingCapital,487000.0,6944000.0,16773000.0,22246000.0
NetTangibleAssets,-1680000.0,4350000.0,13824000.0,20846000.0
CapitalLeaseObligations,1117000.0,1089000.0,1209000.0,1346000.0
CommonStockEquity,1038000.0,7173000.0,16751000.0,23878000.0
TotalCapitalization,1038000.0,7173000.0,16751000.0,23878000.0
TotalEquityGrossMinorityInterest,1038000.0,7173000.0,16751000.0,23878000.0
StockholdersEquity,1038000.0,7173000.0,16751000.0,23878000.0
RetainedEarnings,-103176000.0,-96834000.0,-86997000.0,-79519000.0
AdditionalPaidInCapital,104213000.0,103980000.0,103721000.0,103370000.0
CapitalStock,1000.0,27000.0,27000.0,27000.0
CommonStock,1000.0,27000.0,27000.0,27000.0
PreferredStock,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,33066000.0,29732000.0,25214000.0,27006000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,3942000.0,4380000.0,4764000.0,6112000.0
OtherNonCurrentLiabilities,38000.0,40000.0,24000.0,21000.0
DerivativeProductLiabilities,842000.0,1440000.0,1815000.0,2843000.0
NonCurrentDeferredLiabilities,2500000.0,2300000.0,2200000.0,2400000.0
NonCurrentDeferredRevenue,2500000.0,2300000.0,2200000.0,2400000.0
LongTermDebtAndCapitalLeaseObligation,562000.0,600000.0,725000.0,848000.0
LongTermCapitalLeaseObligation,562000.0,600000.0,725000.0,848000.0
CurrentLiabilities,29124000.0,25352000.0,20450000.0,20894000.0
OtherCurrentLiabilities,676000.0,511000.0,514000.0,372000.0
CurrentDeferredLiabilities,7211000.0,7121000.0,7032000.0,6942000.0
CurrentDeferredRevenue,7211000.0,7121000.0,7032000.0,6942000.0
CurrentDebtAndCapitalLeaseObligation,2252000.0,1595000.0,484000.0,498000.0
CurrentCapitalLeaseObligation,555000.0,489000.0,484000.0,498000.0
CurrentDebt,1697000.0,1106000.0,,
LineOfCredit,1697000.0,1106000.0,,
PensionandOtherPostRetirementBenefitPlansCurrent,2948000.0,2816000.0,3155000.0,2850000.0
CurrentProvisions,134000.0,152000.0,69000.0,82000.0
PayablesAndAccruedExpenses,15903000.0,13157000.0,9196000.0,10150000.0
CurrentAccruedExpenses,7281000.0,7257000.0,7397000.0,7560000.0
Payables,8622000.0,5900000.0,1799000.0,2590000.0
DuetoRelatedPartiesCurrent,,,912000.0,1312000.0
AccountsPayable,8622000.0,5900000.0,887000.0,1278000.0
TotalAssets,34104000.0,36905000.0,41965000.0,50884000.0
TotalNonCurrentAssets,4493000.0,4609000.0,4742000.0,7744000.0
OtherNonCurrentAssets,492000.0,504000.0,384000.0,320000.0
DuefromRelatedPartiesNonCurrent,0.0,0.0,0.0,2813000.0
NonCurrentAccountsReceivable,,,,2813000.0
GoodwillAndOtherIntangibleAssets,2718000.0,2823000.0,2927000.0,3032000.0
OtherIntangibleAssets,2718000.0,2823000.0,2927000.0,3032000.0
NetPPE,1283000.0,1282000.0,1431000.0,1579000.0
AccumulatedDepreciation,,,-528000.0,-506000.0
GrossPPE,1283000.0,1282000.0,1959000.0,2085000.0
Leases,,,368000.0,368000.0
OtherProperties,1283000.0,1282000.0,1234000.0,1375000.0
MachineryFurnitureEquipment,,,357000.0,342000.0
Properties,,,0.0,0.0
CurrentAssets,29611000.0,32296000.0,37223000.0,43140000.0
OtherCurrentAssets,274000.0,929000.0,58000.0,286000.0
PrepaidAssets,,,1528000.0,524000.0
Inventory,16068000.0,14785000.0,6670000.0,7168000.0
Receivables,6506000.0,6194000.0,7866000.0,7406000.0
DuefromRelatedPartiesCurrent,2713000.0,4001000.0,3750000.0,3658000.0
AccountsReceivable,3793000.0,2193000.0,4116000.0,3748000.0
AllowanceForDoubtfulAccountsReceivable,-200000.0,-200000.0,-100000.0,-100000.0
GrossAccountsReceivable,3993000.0,2393000.0,4216000.0,3848000.0
CashCashEquivalentsAndShortTermInvestments,6763000.0,10388000.0,21101000.0,27756000.0
OtherShortTermInvestments,3341000.0,5935000.0,7596000.0,10548000.0
CashAndCashEquivalents,3422000.0,4453000.0,13505000.0,17208000.0
