,2023-06-30,2022-12-31
OrdinarySharesNumber,21352223.0,21250000.0
ShareIssued,21352223.0,21250000.0
NetDebt,8549756.0,
TotalDebt,42206622.0,51155800.0
TangibleBookValue,29185484.0,32567698.0
InvestedCapital,56288730.0,53125657.0
WorkingCapital,14583519.0,351364.0
NetTangibleAssets,29185484.0,32567698.0
CapitalLeaseObligations,17006622.0,31355800.0
CommonStockEquity,31088730.0,33325657.0
TotalCapitalization,35188730.0,37725657.0
TotalEquityGrossMinorityInterest,26184645.0,30897587.0
MinorityInterest,-4904085.0,-2428070.0
StockholdersEquity,31088730.0,33325657.0
OtherEquityInterest,,-34823000.0
GainsLossesNotAffectingRetainedEarnings,1140914.0,4469595.0
OtherEquityAdjustments,1140914.0,4469595.0
RetainedEarnings,-31701623.0,-9025668.0
AdditionalPaidInCapital,61635472.0,72691813.0
CapitalStock,13967.0,12917.0
CommonStock,13967.0,12917.0
TotalLiabilitiesNetMinorityInterest,95908483.0,94524727.0
TotalNonCurrentLiabilitiesNetMinorityInterest,12958202.0,17676535.0
LongTermDebtAndCapitalLeaseObligation,12958202.0,17676535.0
LongTermCapitalLeaseObligation,8858202.0,13276535.0
LongTermDebt,4100000.0,4400000.0
CurrentLiabilities,82950281.0,76848192.0
OtherCurrentLiabilities,,299132.0
CurrentDeferredLiabilities,1563418.0,1989310.0
CurrentDeferredRevenue,1563418.0,1989310.0
CurrentDebtAndCapitalLeaseObligation,29248420.0,33479265.0
CurrentCapitalLeaseObligation,8148420.0,18079265.0
CurrentDebt,21100000.0,15400000.0
OtherCurrentBorrowings,21100000.0,600000.0
LineOfCredit,,14800000.0
PayablesAndAccruedExpenses,52138443.0,41080485.0
CurrentAccruedExpenses,5757345.0,2089072.0
Payables,46381098.0,38991413.0
OtherPayable,,1829528.0
DuetoRelatedPartiesCurrent,8724654.0,9458494.0
TotalTaxPayable,234460.0,2130433.0
IncomeTaxPayable,,1768285.0
AccountsPayable,37421984.0,25572958.0
TotalAssets,122093128.0,125422314.0
TotalNonCurrentAssets,24559328.0,48222758.0
OtherNonCurrentAssets,501695.0,501071.0
NonCurrentPrepaidAssets,1963450.0,6599083.0
NonCurrentDeferredAssets,21563.0,6347693.0
NonCurrentDeferredTaxesAssets,21563.0,21563.0
GoodwillAndOtherIntangibleAssets,1903246.0,757959.0
OtherIntangibleAssets,,757959.0
NetPPE,20169374.0,34016952.0
AccumulatedDepreciation,,-2869565.0
GrossPPE,20169374.0,36886517.0
OtherProperties,20169374.0,34228710.0
MachineryFurnitureEquipment,,1119594.0
CurrentAssets,97533800.0,77199556.0
OtherCurrentAssets,19383550.0,
PrepaidAssets,,8460351.0
Receivables,61500006.0,40800035.0
ReceivablesAdjustmentsAllowances,,-237704.0
OtherReceivables,6042350.0,6523853.0
TaxesReceivable,,1924536.0
LoansReceivable,3596823.0,
AccountsReceivable,51860833.0,32589350.0
AllowanceForDoubtfulAccountsReceivable,,-1185328.0
GrossAccountsReceivable,,33774678.0
CashCashEquivalentsAndShortTermInvestments,16650244.0,27939170.0
CashAndCashEquivalents,16650244.0,27939170.0
CashFinancial,16650244.0,27939170.0
