,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,22136448.0,22136448.0,22136448.0,22136448.0,22136448.0
OrdinarySharesNumber,1230942660.0,1231008921.0,1231008921.0,1230942660.0,1230942660.0
ShareIssued,1253079108.0,1253145369.0,1253145369.0,1253079108.0,1253079108.0
NetDebt,2838281000.0,3414555000.0,3366208000.0,2774480000.0,4216885000.0
TotalDebt,7600582000.0,7731748000.0,7232762000.0,7460811000.0,7252112000.0
TangibleBookValue,21891196000.0,21488638000.0,21749209000.0,21666798000.0,21179085000.0
InvestedCapital,31348969000.0,31059446000.0,30826300000.0,30992954000.0,30287957000.0
WorkingCapital,12417259000.0,13383106000.0,14181811000.0,15035265000.0,14966035000.0
NetTangibleAssets,21891196000.0,21488638000.0,21749209000.0,21666798000.0,21179085000.0
CapitalLeaseObligations,107263000.0,118609000.0,116280000.0,110701000.0,119180000.0
CommonStockEquity,23855650000.0,23446307000.0,23709818000.0,23642844000.0,23155025000.0
TotalCapitalization,29648873000.0,29360882000.0,29482453000.0,29609124000.0,29221607000.0
TotalEquityGrossMinorityInterest,26549437000.0,26082682000.0,26299647000.0,26450452000.0,25887750000.0
MinorityInterest,2693787000.0,2636375000.0,2589829000.0,2807608000.0,2732725000.0
StockholdersEquity,23855650000.0,23446307000.0,23709818000.0,23642844000.0,23155025000.0
OtherEquityInterest,-284021000.0,-148029000.0,-95361000.0,93092000.0,80541000.0
RetainedEarnings,,519852000.0,730695000.0,475268000.0,
CapitalStock,13200295000.0,13200295000.0,13200295000.0,13200295000.0,13200295000.0
CommonStock,13200295000.0,13200295000.0,13200295000.0,13200295000.0,13200295000.0
TotalLiabilitiesNetMinorityInterest,13612314000.0,14122642000.0,13439079000.0,13753308000.0,14112701000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,8097925000.0,8619517000.0,8664601000.0,8572437000.0,8720075000.0
OtherNonCurrentLiabilities,,,,366151000.0,
NonCurrentPensionAndOtherPostretirementBenefitPlans,774637000.0,1205722000.0,1144569000.0,961182000.0,952905000.0
