,2023-09-30,2023-03-31,2022-12-31
OrdinarySharesNumber,185360334.0,183460334.0,174210334.0
ShareIssued,185360334.0,183460334.0,174210334.0
NetDebt,1497358.0,971650.0,1022009.0
TotalDebt,1513890.0,1309402.0,1032157.0
TangibleBookValue,-2315420.0,-1662278.0,-1949848.0
InvestedCapital,-801530.0,-352876.0,-917691.0
WorkingCapital,-1761447.0,-1312793.0,-2749765.0
NetTangibleAssets,-2315420.0,-1662278.0,-1949848.0
CommonStockEquity,-2315420.0,-1662278.0,-1949848.0
TotalCapitalization,-961530.0,-512876.0,-1949848.0
TotalEquityGrossMinorityInterest,-2315420.0,-1662278.0,-1949848.0
StockholdersEquity,-2315420.0,-1662278.0,-1949848.0
OtherEquityInterest,2775998.0,2844996.0,2602461.0
RetainedEarnings,-15063996.0,-14372900.0,-13914995.0
CapitalStock,9972578.0,9865626.0,9362686.0
CommonStock,9972578.0,9865626.0,9362686.0
TotalLiabilitiesNetMinorityInterest,3595134.0,3041460.0,3087536.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1534537.0,1330049.0,180647.0
LiabilitiesHeldforSaleNonCurrent,180647.0,180647.0,180647.0
LongTermDebtAndCapitalLeaseObligation,1353890.0,1149402.0,
LongTermDebt,1353890.0,1149402.0,
CurrentLiabilities,2060597.0,1711411.0,2906889.0
CurrentDebtAndCapitalLeaseObligation,160000.0,160000.0,1032157.0
CurrentDebt,160000.0,160000.0,1032157.0
OtherCurrentBorrowings,60000.0,60000.0,932157.0
CurrentNotesPayable,100000.0,100000.0,100000.0
PayablesAndAccruedExpenses,1900597.0,1551411.0,1874732.0
CurrentAccruedExpenses,1389707.0,1194040.0,1383733.0
Payables,510890.0,357371.0,490999.0
DuetoRelatedPartiesCurrent,161294.0,161294.0,161294.0
AccountsPayable,349596.0,196077.0,329705.0
TotalAssets,1279714.0,1379182.0,1137688.0
TotalNonCurrentAssets,980564.0,980564.0,980564.0
NetPPE,980564.0,980564.0,980564.0
GrossPPE,980564.0,980564.0,980564.0
LandAndImprovements,980564.0,980564.0,980564.0
Properties,0.0,0.0,0.0
CurrentAssets,299150.0,398618.0,157124.0
PrepaidAssets,246391.0,35276.0,115385.0
Receivables,36227.0,25590.0,31591.0
TaxesReceivable,36227.0,25590.0,31591.0
CashCashEquivalentsAndShortTermInvestments,16532.0,337752.0,10148.0
CashAndCashEquivalents,16532.0,337752.0,10148.0
CashFinancial,16532.0,337752.0,10148.0
