,2023-03-31,2022-12-31
OrdinarySharesNumber,351546728.0,301415451.0
ShareIssued,351546728.0,301415451.0
TotalDebt,40577.0,42606.0
TangibleBookValue,31351456.0,30517518.0
InvestedCapital,31351456.0,30517518.0
WorkingCapital,552049.0,-242604.0
NetTangibleAssets,31351456.0,30517518.0
CapitalLeaseObligations,40577.0,42606.0
CommonStockEquity,31351456.0,30517518.0
TotalCapitalization,31351456.0,30517518.0
TotalEquityGrossMinorityInterest,31351456.0,30517518.0
StockholdersEquity,31351456.0,30517518.0
GainsLossesNotAffectingRetainedEarnings,-187230.0,-227333.0
RetainedEarnings,-51692351.0,-51390567.0
AdditionalPaidInCapital,7835101.0,7333411.0
CapitalStock,75395936.0,74802007.0
CommonStock,75395936.0,74802007.0
TotalLiabilitiesNetMinorityInterest,598100.0,836546.0
TotalNonCurrentLiabilitiesNetMinorityInterest,185202.0,184657.0
LongTermDebtAndCapitalLeaseObligation,31437.0,33935.0
LongTermCapitalLeaseObligation,31437.0,33935.0
LongTermProvisions,153765.0,150722.0
CurrentLiabilities,412898.0,651889.0
CurrentDeferredLiabilities,99122.0,
CurrentDebtAndCapitalLeaseObligation,9140.0,8671.0
CurrentCapitalLeaseObligation,9140.0,8671.0
PayablesAndAccruedExpenses,304636.0,643218.0
CurrentAccruedExpenses,172117.0,353458.0
Payables,132519.0,289760.0
AccountsPayable,132519.0,289760.0
TotalAssets,31949556.0,31354064.0
TotalNonCurrentAssets,30984609.0,30944779.0
InvestmentsAndAdvances,110567.0,0.0
InvestmentinFinancialAssets,110567.0,0.0
AvailableForSaleSecurities,110567.0,
NetPPE,30874042.0,30944779.0
CurrentAssets,964947.0,409285.0
Receivables,157545.0,267980.0
AccountsReceivable,157545.0,267980.0
CashCashEquivalentsAndShortTermInvestments,807402.0,141305.0
CashAndCashEquivalents,807402.0,141305.0
