,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,10130.0,10130.0,9230.0,
OrdinarySharesNumber,2571112.0,2141172.0,2080156.0,2063066.0
ShareIssued,2581242.0,2151302.0,2089386.0,2063066.0
NetDebt,2706000.0,4989000.0,4993000.0,7712000.0
TotalDebt,8879000.0,9646000.0,9496000.0,13724000.0
TangibleBookValue,-12199000.0,-14238000.0,-11592000.0,-8756000.0
InvestedCapital,12118000.0,24002000.0,27588000.0,34548000.0
WorkingCapital,-12721000.0,-14417000.0,-11734000.0,-8714000.0
NetTangibleAssets,-12199000.0,-14238000.0,-11592000.0,-8756000.0
CapitalLeaseObligations,3316000.0,3552000.0,3809000.0,4057000.0
CommonStockEquity,6555000.0,17908000.0,21901000.0,24881000.0
TotalCapitalization,6555000.0,17908000.0,21901000.0,24881000.0
TotalEquityGrossMinorityInterest,6555000.0,17908000.0,21901000.0,24881000.0
StockholdersEquity,6555000.0,17908000.0,21901000.0,24881000.0
GainsLossesNotAffectingRetainedEarnings,-463000.0,-426000.0,-449000.0,-472000.0
OtherEquityAdjustments,-463000.0,-426000.0,-449000.0,-472000.0
TreasuryStock,502000.0,502000.0,475000.0,
RetainedEarnings,-279991000.0,-261012000.0,-254488000.0,-250219000.0
AdditionalPaidInCapital,287498000.0,279837000.0,277303000.0,275562000.0
CapitalStock,13000.0,11000.0,10000.0,10000.0
CommonStock,13000.0,11000.0,10000.0,10000.0
TotalLiabilitiesNetMinorityInterest,21255000.0,22882000.0,23556000.0,29954000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,3051000.0,3634000.0,3920000.0,4377000.0
NonCurrentDeferredLiabilities,743000.0,1050000.0,1072000.0,1274000.0
NonCurrentDeferredRevenue,743000.0,1050000.0,1072000.0,1274000.0
LongTermDebtAndCapitalLeaseObligation,2308000.0,2584000.0,2848000.0,3103000.0
LongTermCapitalLeaseObligation,2308000.0,2584000.0,2848000.0,3103000.0
CurrentLiabilities,18204000.0,19248000.0,19636000.0,25577000.0
OtherCurrentLiabilities,1202000.0,1202000.0,1205000.0,1458000.0
CurrentDeferredLiabilities,1516000.0,1092000.0,1512000.0,2904000.0
CurrentDeferredRevenue,1516000.0,1092000.0,1512000.0,2904000.0
CurrentDebtAndCapitalLeaseObligation,6571000.0,7062000.0,6648000.0,10621000.0
CurrentCapitalLeaseObligation,1008000.0,968000.0,961000.0,954000.0
CurrentDebt,5563000.0,6094000.0,5687000.0,9667000.0
OtherCurrentBorrowings,5563000.0,6094000.0,5687000.0,9667000.0
PayablesAndAccruedExpenses,8915000.0,9892000.0,10271000.0,10594000.0
CurrentAccruedExpenses,946000.0,1542000.0,2506000.0,2207000.0
InterestPayable,,,,618000.0
Payables,7969000.0,8350000.0,7765000.0,8387000.0
TotalTaxPayable,,,,457000.0
AccountsPayable,7969000.0,8350000.0,7765000.0,7930000.0
TotalAssets,27810000.0,40790000.0,45457000.0,54835000.0
TotalNonCurrentAssets,22327000.0,35959000.0,37555000.0,37972000.0
OtherNonCurrentAssets,367000.0,367000.0,367000.0,402000.0
GoodwillAndOtherIntangibleAssets,18754000.0,32146000.0,33493000.0,33637000.0
OtherIntangibleAssets,2023000.0,2190000.0,2357000.0,2524000.0
Goodwill,16731000.0,29956000.0,31136000.0,31113000.0
NetPPE,3206000.0,3446000.0,3695000.0,3933000.0
GrossPPE,3206000.0,3446000.0,3695000.0,3933000.0
OtherProperties,165000.0,3446000.0,206000.0,221000.0
BuildingsAndImprovements,3041000.0,,3489000.0,3712000.0
Properties,0.0,,0.0,0.0
CurrentAssets,5483000.0,4831000.0,7902000.0,16863000.0
OtherCurrentAssets,674000.0,695000.0,3337000.0,11170000.0
Inventory,899000.0,2168000.0,2671000.0,2780000.0
InventoriesAdjustmentsAllowances,-679000.0,-463000.0,-136000.0,-268000.0
OtherInventories,6000.0,7000.0,6000.0,30000.0
FinishedGoods,74000.0,377000.0,38000.0,50000.0
WorkInProcess,,,82000.0,0.0
RawMaterials,1498000.0,2247000.0,2681000.0,2968000.0
Receivables,1053000.0,863000.0,1200000.0,958000.0
AccountsReceivable,1053000.0,863000.0,1200000.0,958000.0
AllowanceForDoubtfulAccountsReceivable,-68000.0,-100000.0,-198000.0,-198000.0
GrossAccountsReceivable,1121000.0,963000.0,1398000.0,1156000.0
CashCashEquivalentsAndShortTermInvestments,2857000.0,1105000.0,694000.0,1955000.0
CashAndCashEquivalents,2857000.0,1105000.0,694000.0,1955000.0
CashFinancial,2857000.0,1105000.0,694000.0,1955000.0
