,2023-06-30,2022-12-31
OrdinarySharesNumber,643204794.0,624928519.0
ShareIssued,643204794.0,624928519.0
TotalDebt,9312000.0,12773000.0
TangibleBookValue,32900000.0,37752000.0
InvestedCapital,65596000.0,72953000.0
WorkingCapital,36770000.0,37454000.0
NetTangibleAssets,32900000.0,37752000.0
CapitalLeaseObligations,1461000.0,1688000.0
CommonStockEquity,57745000.0,61868000.0
TotalCapitalization,61410000.0,61868000.0
TotalEquityGrossMinorityInterest,57745000.0,61868000.0
StockholdersEquity,57745000.0,61868000.0
GainsLossesNotAffectingRetainedEarnings,141724000.0,137912000.0
OtherEquityAdjustments,142400000.0,140081000.0
ForeignCurrencyTranslationAdjustments,-676000.0,-2169000.0
TreasuryStock,1058000.0,1058000.0
RetainedEarnings,-342194000.0,-331164000.0
AdditionalPaidInCapital,257343000.0,254303000.0
CapitalStock,1930000.0,1875000.0
CommonStock,1930000.0,1875000.0
TotalLiabilitiesNetMinorityInterest,22893000.0,26210000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,5435000.0,1533000.0
OtherNonCurrentLiabilities,220000.0,182000.0
DerivativeProductLiabilities,166000.0,129000.0
LongTermDebtAndCapitalLeaseObligation,4638000.0,1222000.0
LongTermCapitalLeaseObligation,973000.0,1222000.0
LongTermDebt,3665000.0,
LongTermProvisions,411000.0,
CurrentLiabilities,17458000.0,24677000.0
OtherCurrentLiabilities,1386000.0,735000.0
CurrentDebtAndCapitalLeaseObligation,4674000.0,11551000.0
CurrentCapitalLeaseObligation,488000.0,466000.0
CurrentDebt,4186000.0,11085000.0
OtherCurrentBorrowings,4186000.0,11085000.0
CurrentProvisions,4701000.0,4822000.0
PayablesAndAccruedExpenses,6697000.0,7569000.0
CurrentAccruedExpenses,4786000.0,4491000.0
Payables,1911000.0,3078000.0
OtherPayable,,25000.0
TotalTaxPayable,,167000.0
AccountsPayable,1911000.0,2886000.0
TotalAssets,80638000.0,88078000.0
TotalNonCurrentAssets,26410000.0,25947000.0
OtherNonCurrentAssets,1000.0,
GoodwillAndOtherIntangibleAssets,24845000.0,24116000.0
OtherIntangibleAssets,24845000.0,24116000.0
NetPPE,1564000.0,1831000.0
AccumulatedDepreciation,-1795000.0,-1528000.0
GrossPPE,3359000.0,3359000.0
Leases,557000.0,557000.0
OtherProperties,173000.0,173000.0
MachineryFurnitureEquipment,164000.0,164000.0
BuildingsAndImprovements,2465000.0,2465000.0
Properties,0.0,0.0
CurrentAssets,54228000.0,62131000.0
PrepaidAssets,1376000.0,3418000.0
Receivables,10739000.0,2379000.0
OtherReceivables,,107000.0
TaxesReceivable,2846000.0,2272000.0
AccountsReceivable,7893000.0,
CashCashEquivalentsAndShortTermInvestments,42113000.0,56334000.0
CashAndCashEquivalents,42113000.0,56334000.0
CashEquivalents,,51104000.0
CashFinancial,,5230000.0
