,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,10409027.0,7409027.0,7394000.0,7265999.0
ShareIssued,10409027.0,7409027.0,7394000.0,7265999.0
NetDebt,6409000.0,12518000.0,13463000.0,15939000.0
TotalDebt,15983000.0,17138000.0,18872000.0,19156000.0
TangibleBookValue,-23025000.0,-26531000.0,-25190000.0,-24626000.0
InvestedCapital,42188000.0,39640000.0,42450000.0,43151000.0
WorkingCapital,-2157000.0,-6071000.0,-3822000.0,-2514000.0
NetTangibleAssets,-23025000.0,-26531000.0,-25190000.0,-24626000.0
CapitalLeaseObligations,1198000.0,1356000.0,1504000.0,1584000.0
CommonStockEquity,27403000.0,23858000.0,25082000.0,25579000.0
TotalCapitalization,37977000.0,35443000.0,37506000.0,38652000.0
TotalEquityGrossMinorityInterest,27403000.0,23858000.0,25082000.0,25579000.0
StockholdersEquity,27403000.0,23858000.0,25082000.0,25579000.0
RetainedEarnings,-54765000.0,-52834000.0,-51409000.0,-50409000.0
AdditionalPaidInCapital,82064000.0,76618000.0,76417000.0,75770000.0
CapitalStock,104000.0,74000.0,74000.0,218000.0
CommonStock,104000.0,74000.0,74000.0,218000.0
TotalLiabilitiesNetMinorityInterest,42286000.0,40076000.0,40020000.0,40436000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,22622000.0,22313000.0,23161000.0,23940000.0
OtherNonCurrentLiabilities,11425000.0,10017000.0,9945000.0,9994000.0
LongTermDebtAndCapitalLeaseObligation,11197000.0,12296000.0,13216000.0,13946000.0
LongTermCapitalLeaseObligation,623000.0,711000.0,792000.0,873000.0
LongTermDebt,10574000.0,11585000.0,12424000.0,13073000.0
CurrentLiabilities,19664000.0,17763000.0,16859000.0,16496000.0
CurrentDeferredLiabilities,7039000.0,6812000.0,4390000.0,3701000.0
CurrentDeferredRevenue,7039000.0,6812000.0,4390000.0,3701000.0
CurrentDebtAndCapitalLeaseObligation,4786000.0,4842000.0,5656000.0,5210000.0
CurrentCapitalLeaseObligation,575000.0,645000.0,712000.0,711000.0
CurrentDebt,4211000.0,4197000.0,4944000.0,4499000.0
OtherCurrentBorrowings,4211000.0,4197000.0,4944000.0,4499000.0
PayablesAndAccruedExpenses,7839000.0,6109000.0,6813000.0,7585000.0
CurrentAccruedExpenses,4499000.0,3217000.0,3726000.0,3828000.0
Payables,3340000.0,2892000.0,3087000.0,3757000.0
AccountsPayable,3340000.0,2892000.0,3087000.0,3757000.0
TotalAssets,69689000.0,63934000.0,65102000.0,66015000.0
TotalNonCurrentAssets,52182000.0,52242000.0,52065000.0,52033000.0
OtherNonCurrentAssets,43000.0,44000.0,44000.0,43000.0
GoodwillAndOtherIntangibleAssets,50428000.0,50389000.0,50272000.0,50205000.0
OtherIntangibleAssets,23975000.0,23936000.0,23819000.0,23752000.0
Goodwill,26453000.0,26453000.0,26453000.0,26453000.0
NetPPE,1711000.0,1809000.0,1749000.0,1785000.0
AccumulatedDepreciation,,,,-457000.0
GrossPPE,1711000.0,1809000.0,1749000.0,2242000.0
Leases,,,,197000.0
OtherProperties,1711000.0,1809000.0,1749000.0,1846000.0
MachineryFurnitureEquipment,,,,199000.0
Properties,,,,0.0
CurrentAssets,17507000.0,11692000.0,13037000.0,13982000.0
OtherCurrentAssets,960000.0,784000.0,804000.0,1819000.0
Inventory,2306000.0,1148000.0,1479000.0,2267000.0
WorkInProcess,561000.0,597000.0,738000.0,596000.0
RawMaterials,1745000.0,551000.0,741000.0,1671000.0
Receivables,5865000.0,6496000.0,6849000.0,8263000.0
AccountsReceivable,5865000.0,6496000.0,6849000.0,8263000.0
AllowanceForDoubtfulAccountsReceivable,-1074000.0,-1114000.0,-1217000.0,-984000.0
GrossAccountsReceivable,6939000.0,7610000.0,8066000.0,9247000.0
CashCashEquivalentsAndShortTermInvestments,8376000.0,3264000.0,3905000.0,1633000.0
CashAndCashEquivalents,8376000.0,3264000.0,3905000.0,1633000.0
