,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,,134315000.0,131431000.0,128930000.0,126661000.0
OrdinarySharesNumber,245838999.0,245838999.0,248722494.0,251222908.0,253493000.0
ShareIssued,245838999.0,380153999.0,380153494.0,380152908.0,380154000.0
NetDebt,255897000.0,825508000.0,2168549000.0,2870913000.0,2203530000.0
TotalDebt,6842186000.0,6681458000.0,6679112000.0,6670947000.0,6691350000.0
TangibleBookValue,13863772000.0,13396477000.0,12821601000.0,11839088000.0,11172369000.0
InvestedCapital,27579829000.0,27147175000.0,26632791000.0,25688328000.0,24899076000.0
WorkingCapital,11791349000.0,11665088000.0,11286334000.0,10486445000.0,10361940000.0
NetTangibleAssets,13863772000.0,13396477000.0,12821601000.0,11839088000.0,11172369000.0
CapitalLeaseObligations,202991000.0,,,,206968000.0
CommonStockEquity,20940634000.0,20465717000.0,19953679000.0,19017381000.0,18414694000.0
TotalCapitalization,27400618000.0,27086303000.0,26574365000.0,25633879000.0,24839995000.0
TotalEquityGrossMinorityInterest,22123754000.0,21509082000.0,20940928000.0,19929870000.0,19569906000.0
MinorityInterest,1183120000.0,1043365000.0,987249000.0,912489000.0,1155212000.0
StockholdersEquity,20940634000.0,20465717000.0,19953679000.0,19017381000.0,18414694000.0
GainsLossesNotAffectingRetainedEarnings,-162072000.0,-148827000.0,-128972000.0,-165358000.0,-137517000.0
OtherEquityAdjustments,-162072000.0,-148827000.0,-128972000.0,-165358000.0,-137517000.0
TreasuryStock,9987643000.0,9813377000.0,9314764000.0,8900124000.0,8498243000.0
RetainedEarnings,28762045000.0,28110225000.0,27095661000.0,25762032000.0,24754873000.0
AdditionalPaidInCapital,2176243000.0,2165635000.0,2149693000.0,2168770000.0,2143520000.0
CapitalStock,152061000.0,152061000.0,152061000.0,152061000.0,152061000.0
CommonStock,152061000.0,152061000.0,152061000.0,152061000.0,152061000.0
TotalLiabilitiesNetMinorityInterest,13216745000.0,12758704000.0,12438988000.0,12316520000.0,12909304000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,8622236000.0,8474856000.0,8434814000.0,8486580000.0,8579560000.0
OtherNonCurrentLiabilities,1973363000.0,1854270000.0,574128000.0,610082000.0,1965873000.0
NonCurrentDeferredLiabilities,,1854270000.0,1240000000.0,1260000000.0,1965873000.0
NonCurrentDeferredTaxesLiabilities,,,1240000000.0,1260000000.0,
LongTermDebtAndCapitalLeaseObligation,6648873000.0,6620586000.0,6620686000.0,6616498000.0,6613687000.0
LongTermCapitalLeaseObligation,188889000.0,,,,188386000.0
LongTermDebt,6459984000.0,6620586000.0,6620686000.0,6616498000.0,6425301000.0
CurrentLiabilities,4594509000.0,4283848000.0,4004174000.0,3829940000.0,4329744000.0
CurrentDeferredLiabilities,,,350500000.0,329500000.0,
CurrentDeferredRevenue,,,350500000.0,329500000.0,
CurrentDebtAndCapitalLeaseObligation,193313000.0,60872000.0,58426000.0,54449000.0,77663000.0
CurrentCapitalLeaseObligation,14102000.0,,,,18582000.0
CurrentDebt,179211000.0,60872000.0,58426000.0,54449000.0,59081000.0
OtherCurrentBorrowings,179211000.0,,,,59081000.0
PayablesAndAccruedExpenses,4401196000.0,4222976000.0,3595248000.0,3445991000.0,4252081000.0
CurrentAccruedExpenses,2380907000.0,2368269000.0,1612046000.0,1304499000.0,2602558000.0
