,2023-08-31
NetDebt,236000.0
TotalDebt,300000.0
TangibleBookValue,37255000.0
InvestedCapital,37555000.0
WorkingCapital,2641000.0
NetTangibleAssets,37255000.0
CommonStockEquity,37255000.0
TotalCapitalization,37255000.0
TotalEquityGrossMinorityInterest,37255000.0
StockholdersEquity,37255000.0
GainsLossesNotAffectingRetainedEarnings,-911000.0
OtherEquityAdjustments,-911000.0
RetainedEarnings,34407000.0
AdditionalPaidInCapital,3477000.0
CapitalStock,282000.0
CommonStock,282000.0
TotalLiabilitiesNetMinorityInterest,1167000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,244000.0
OtherNonCurrentLiabilities,244000.0
CurrentLiabilities,923000.0
CurrentDebtAndCapitalLeaseObligation,300000.0
CurrentDebt,300000.0
OtherCurrentBorrowings,300000.0
CurrentNotesPayable,300000.0
PayablesAndAccruedExpenses,623000.0
Payables,623000.0
TotalTaxPayable,175000.0
IncomeTaxPayable,175000.0
AccountsPayable,448000.0
TotalAssets,38422000.0
TotalNonCurrentAssets,34902000.0
OtherNonCurrentAssets,44000.0
NonCurrentAccountsReceivable,17708000.0
InvestmentsAndAdvances,500000.0
OtherInvestments,500000.0
NetPPE,16650000.0
GrossPPE,16650000.0
OtherProperties,16650000.0
CurrentAssets,3564000.0
Inventory,3500000.0
CashCashEquivalentsAndShortTermInvestments,64000.0
CashAndCashEquivalents,64000.0
