,2023-10-31,2023-07-31,2023-04-30,2023-01-31
OrdinarySharesNumber,122555618.0,80025311.0,80025311.0,39608645.0
ShareIssued,122555618.0,80025311.0,80025311.0,39608645.0
TangibleBookValue,11246461.0,4518060.0,5522902.0,-1035259.0
InvestedCapital,11246461.0,4518060.0,5522902.0,-1035259.0
WorkingCapital,5283277.0,4502347.0,5486552.0,-1096054.0
NetTangibleAssets,11246461.0,4518060.0,5522902.0,-1035259.0
CommonStockEquity,11246461.0,4518060.0,5522902.0,-1035259.0
TotalCapitalization,11246461.0,4518060.0,5522902.0,-1035259.0
TotalEquityGrossMinorityInterest,11246461.0,4518060.0,5522902.0,-1035259.0
StockholdersEquity,11246461.0,4518060.0,5522902.0,-1035259.0
GainsLossesNotAffectingRetainedEarnings,8445617.0,7888031.0,7757412.0,7268516.0
OtherEquityAdjustments,8445617.0,7888031.0,7757412.0,7268516.0
RetainedEarnings,-99380116.0,-96533878.0,-95398417.0,-94647979.0
CapitalStock,102180960.0,93163907.0,93163907.0,86344204.0
CommonStock,102180960.0,93163907.0,93163907.0,86344204.0
TotalLiabilitiesNetMinorityInterest,3556660.0,3758914.0,3432659.0,3372659.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1759276.0,1671255.0,1718055.0,1693197.0
LongTermProvisions,1759276.0,1671255.0,1718055.0,1693197.0
CurrentLiabilities,1797384.0,2087659.0,1714604.0,1679462.0
OtherCurrentLiabilities,,416667.0,416667.0,
CurrentDeferredLiabilities,314135.0,,,
PayablesAndAccruedExpenses,1483249.0,1670992.0,1297937.0,1679462.0
Payables,1483249.0,1670992.0,1297937.0,1679462.0
DuetoRelatedPartiesCurrent,9770.0,0.0,64263.0,64263.0
AccountsPayable,1473479.0,1670992.0,1233674.0,1615199.0
TotalAssets,14803121.0,8276974.0,8955561.0,2337400.0
TotalNonCurrentAssets,7722460.0,1686968.0,1754405.0,1753992.0
OtherNonCurrentAssets,1082438.0,976952.0,1004310.0,989780.0
NetPPE,6640022.0,710016.0,750095.0,764212.0
AccumulatedDepreciation,-595100.0,-542148.0,-531655.0,-499606.0
GrossPPE,7235122.0,1252164.0,1281750.0,1263818.0
OtherProperties,7183550.0,1205623.0,1239385.0,1221453.0
MachineryFurnitureEquipment,51572.0,46541.0,42365.0,42365.0
CurrentAssets,7080661.0,6590006.0,7201156.0,583408.0
CurrentDeferredAssets,,177851.0,,
PrepaidAssets,286601.0,182145.0,213452.0,219205.0
Receivables,278655.0,178118.0,196244.0,157881.0
OtherReceivables,61176.0,34781.0,71746.0,55757.0
TaxesReceivable,217479.0,143337.0,124498.0,102124.0
CashCashEquivalentsAndShortTermInvestments,6515405.0,6051892.0,6791460.0,206322.0
CashAndCashEquivalents,6515405.0,6051892.0,6791460.0,206322.0
