,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,1279928.0,622576.0,575121.0,522176.0
ShareIssued,1279928.0,622576.0,575121.0,522176.0
NetDebt,5069000.0,8076000.0,4302000.0,
TotalDebt,15178000.0,16861000.0,16600000.0,16359000.0
TangibleBookValue,-1354000.0,-6590000.0,-1492000.0,4146000.0
InvestedCapital,12440000.0,8613000.0,13180000.0,18311000.0
WorkingCapital,-2683000.0,-7987000.0,-2981000.0,3041000.0
NetTangibleAssets,-1354000.0,-6590000.0,-1492000.0,4146000.0
CapitalLeaseObligations,1384000.0,1658000.0,1928000.0,2194000.0
CommonStockEquity,-1354000.0,-6590000.0,-1492000.0,4146000.0
TotalCapitalization,-1354000.0,-6590000.0,-1492000.0,4146000.0
TotalEquityGrossMinorityInterest,-1354000.0,-6590000.0,-1492000.0,4146000.0
StockholdersEquity,-1354000.0,-6590000.0,-1492000.0,4146000.0
RetainedEarnings,-415672000.0,-411196000.0,-407020000.0,-402376000.0
AdditionalPaidInCapital,414317000.0,404597000.0,405519000.0,406514000.0
CapitalStock,1000.0,9000.0,9000.0,8000.0
CommonStock,1000.0,9000.0,9000.0,8000.0
PreferredStock,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,19198000.0,23533000.0,21962000.0,20049000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,832000.0,1090000.0,1304000.0,2103000.0
OtherNonCurrentLiabilities,627000.0,582000.0,496000.0,1001000.0
LongTermDebtAndCapitalLeaseObligation,205000.0,508000.0,808000.0,1102000.0
LongTermCapitalLeaseObligation,205000.0,508000.0,808000.0,1102000.0
CurrentLiabilities,18366000.0,22443000.0,20658000.0,17946000.0
CurrentDeferredLiabilities,,,,141000.0
CurrentDeferredRevenue,,,,141000.0
CurrentDebtAndCapitalLeaseObligation,14973000.0,16353000.0,15792000.0,15257000.0
CurrentCapitalLeaseObligation,1179000.0,1150000.0,1120000.0,1092000.0
CurrentDebt,13794000.0,15203000.0,14672000.0,14165000.0
OtherCurrentBorrowings,13794000.0,15203000.0,14672000.0,14165000.0
PensionandOtherPostRetirementBenefitPlansCurrent,1947000.0,2477000.0,2406000.0,1401000.0
PayablesAndAccruedExpenses,1446000.0,3613000.0,2460000.0,1147000.0
CurrentAccruedExpenses,897000.0,755000.0,725000.0,476000.0
Payables,549000.0,2858000.0,1735000.0,671000.0
DividendsPayable,,2435000.0,1218000.0,
TotalTaxPayable,,,,40000.0
AccountsPayable,549000.0,423000.0,517000.0,631000.0
TotalAssets,17844000.0,16943000.0,20470000.0,24195000.0
TotalNonCurrentAssets,2161000.0,2487000.0,2793000.0,3208000.0
OtherNonCurrentAssets,249000.0,263000.0,296000.0,312000.0
NetPPE,1912000.0,2224000.0,2497000.0,2896000.0
AccumulatedDepreciation,,,,-3956000.0
GrossPPE,1912000.0,2224000.0,2497000.0,6852000.0
Leases,,,,320000.0
OtherProperties,1912000.0,2224000.0,2497000.0,4760000.0
MachineryFurnitureEquipment,,,,1772000.0
Properties,,,,0.0
CurrentAssets,15683000.0,14456000.0,17677000.0,20987000.0
OtherCurrentAssets,550000.0,890000.0,978000.0,362000.0
Inventory,5580000.0,5519000.0,5317000.0,4965000.0
FinishedGoods,1992000.0,2028000.0,1561000.0,1574000.0
WorkInProcess,691000.0,111000.0,851000.0,17000.0
RawMaterials,2897000.0,3380000.0,2905000.0,3374000.0
Receivables,828000.0,920000.0,1012000.0,1057000.0
AccountsReceivable,828000.0,920000.0,1012000.0,1057000.0
AllowanceForDoubtfulAccountsReceivable,-24000.0,-24000.0,-24000.0,-73000.0
GrossAccountsReceivable,852000.0,944000.0,1036000.0,1130000.0
CashCashEquivalentsAndShortTermInvestments,8725000.0,7127000.0,10370000.0,14603000.0
CashAndCashEquivalents,8725000.0,7127000.0,10370000.0,14603000.0
