,2023-12-31,2022-12-31
OrdinarySharesNumber,513884881.0,458878964.0
ShareIssued,513884881.0,458878964.0
NetDebt,1529795.0,
TotalDebt,3358754.0,2889023.0
TangibleBookValue,-1865434.0,-244585.0
InvestedCapital,5274990.0,2367878.0
WorkingCapital,-2358499.0,2604909.0
NetTangibleAssets,-1865434.0,-244585.0
CapitalLeaseObligations,483430.0,276560.0
CommonStockEquity,2399666.0,-244585.0
TotalCapitalization,2399666.0,2367878.0
TotalEquityGrossMinorityInterest,2399666.0,-244585.0
StockholdersEquity,2399666.0,-244585.0
GainsLossesNotAffectingRetainedEarnings,8932389.0,6701328.0
OtherEquityAdjustments,8885736.0,6723986.0
ForeignCurrencyTranslationAdjustments,46653.0,-22658.0
RetainedEarnings,-47233876.0,-40664403.0
CapitalStock,40701153.0,33718490.0
CommonStock,40701153.0,33718490.0
TotalLiabilitiesNetMinorityInterest,4257761.0,4820851.0
TotalNonCurrentLiabilitiesNetMinorityInterest,227180.0,3303403.0
DerivativeProductLiabilities,,690940.0
LongTermDebtAndCapitalLeaseObligation,227180.0,2612463.0
LongTermCapitalLeaseObligation,227180.0,
LongTermDebt,,2612463.0
CurrentLiabilities,4030581.0,1517448.0
CurrentDebtAndCapitalLeaseObligation,3131574.0,276560.0
CurrentCapitalLeaseObligation,256250.0,276560.0
CurrentDebt,2875324.0,
OtherCurrentBorrowings,2875324.0,
CurrentProvisions,46352.0,38013.0
PayablesAndAccruedExpenses,852655.0,1202875.0
Payables,852655.0,1202875.0
OtherPayable,,551446.0
AccountsPayable,852655.0,651429.0
TotalAssets,6657427.0,4576266.0
TotalNonCurrentAssets,4985345.0,453909.0
GoodwillAndOtherIntangibleAssets,4265100.0,
OtherIntangibleAssets,4265100.0,
NetPPE,720245.0,453909.0
AccumulatedDepreciation,,-433076.0
GrossPPE,720245.0,886985.0
OtherProperties,469755.0,264613.0
MachineryFurnitureEquipment,250490.0,622372.0
CurrentAssets,1672082.0,4122357.0
OtherCurrentAssets,132165.0,686142.0
PrepaidAssets,,61456.0
Inventory,7319.0,7543.0
Receivables,187069.0,318338.0
LoansReceivable,,284017.0
AccountsReceivable,187069.0,34321.0
CashCashEquivalentsAndShortTermInvestments,1345529.0,3048878.0
CashAndCashEquivalents,1345529.0,3048878.0
CashFinancial,1345529.0,3048878.0
