,2023-03-31,2022-12-31
OrdinarySharesNumber,251359690.0,251359690.0
ShareIssued,251359690.0,251359690.0
NetDebt,11137566.0,11113006.0
TotalDebt,11469864.0,11469864.0
TangibleBookValue,40036619.0,14061705.0
InvestedCapital,51506483.0,25531569.0
WorkingCapital,-5070489.0,-4171114.0
NetTangibleAssets,40036619.0,14061705.0
CommonStockEquity,40036619.0,14061705.0
TotalCapitalization,46686908.0,20711994.0
TotalEquityGrossMinorityInterest,40036620.0,14061706.0
MinorityInterest,1.0,1.0
StockholdersEquity,40036619.0,14061705.0
GainsLossesNotAffectingRetainedEarnings,11092094.0,12637422.0
OtherEquityAdjustments,11092094.0,12637422.0
RetainedEarnings,-60414752.0,-62904463.0
CapitalStock,89359277.0,64328746.0
CommonStock,89359277.0,64328746.0
TotalLiabilitiesNetMinorityInterest,13183880.0,13776190.0
TotalNonCurrentLiabilitiesNetMinorityInterest,7760584.0,8507753.0
OtherNonCurrentLiabilities,931614.0,440506.0
NonCurrentDeferredLiabilities,827.0,1103564.0
NonCurrentDeferredTaxesLiabilities,827.0,1103564.0
LongTermDebtAndCapitalLeaseObligation,6650289.0,6650289.0
LongTermDebt,6650289.0,6650289.0
LongTermProvisions,177854.0,313394.0
CurrentLiabilities,5423296.0,5268437.0
OtherCurrentLiabilities,1.0,
CurrentDebtAndCapitalLeaseObligation,4819575.0,4819575.0
CurrentDebt,4819575.0,4819575.0
OtherCurrentBorrowings,2226811.0,1841978.0
CurrentNotesPayable,2592764.0,2977597.0
PayablesAndAccruedExpenses,603720.0,448862.0
Payables,603720.0,448862.0
DuetoRelatedPartiesCurrent,44276.0,12392.0
AccountsPayable,559444.0,436470.0
TotalAssets,53220500.0,27837896.0
TotalNonCurrentAssets,52867692.0,26740573.0
OtherNonCurrentAssets,51798.0,51799.0
NonCurrentPrepaidAssets,123940.0,123940.0
InvestmentsAndAdvances,26589211.0,
NetPPE,26102743.0,26564834.0
AccumulatedDepreciation,-175562.0,-175562.0
GrossPPE,26278305.0,26740396.0
OtherProperties,24915525.0,25346453.0
MachineryFurnitureEquipment,175562.0,175562.0
LandAndImprovements,1187218.0,1218381.0
CurrentAssets,352807.0,1097323.0
OtherCurrentAssets,,1.0
PrepaidAssets,10433.0,10433.0
Receivables,10076.0,7316.0
TaxesReceivable,10076.0,7030.0
AccountsReceivable,0.0,286.0
CashCashEquivalentsAndShortTermInvestments,332298.0,1079573.0
OtherShortTermInvestments,,722715.0
CashAndCashEquivalents,332298.0,356858.0
