,2023-06-30
OrdinarySharesNumber,210889961.0
ShareIssued,210889961.0
TotalDebt,6532332.0
TangibleBookValue,105603181.0
InvestedCapital,112135513.0
WorkingCapital,16141620.0
NetTangibleAssets,105603181.0
CommonStockEquity,105603181.0
TotalCapitalization,110955725.0
TotalEquityGrossMinorityInterest,113389965.0
MinorityInterest,7786784.0
StockholdersEquity,105603181.0
GainsLossesNotAffectingRetainedEarnings,12601533.0
OtherEquityAdjustments,8726228.0
ForeignCurrencyTranslationAdjustments,3875305.0
RetainedEarnings,-49985023.0
CapitalStock,142986671.0
CommonStock,142986671.0
TotalLiabilitiesNetMinorityInterest,8946817.0
TotalNonCurrentLiabilitiesNetMinorityInterest,5352544.0
LongTermDebtAndCapitalLeaseObligation,5352544.0
LongTermDebt,5352544.0
CurrentLiabilities,3594273.0
CurrentDebtAndCapitalLeaseObligation,1179788.0
CurrentDebt,1179788.0
OtherCurrentBorrowings,1179788.0
PayablesAndAccruedExpenses,2414485.0
Payables,2414485.0
AccountsPayable,2414485.0
TotalAssets,122336782.0
TotalNonCurrentAssets,102600889.0
InvestmentsAndAdvances,18505644.0
OtherInvestments,1738137.0
LongTermEquityInvestment,16767507.0
InvestmentsinAssociatesatCost,16767507.0
NetPPE,84095245.0
AccumulatedDepreciation,-1180998.0
GrossPPE,85276243.0
OtherProperties,81070075.0
MachineryFurnitureEquipment,4206168.0
CurrentAssets,19735893.0
PrepaidAssets,217351.0
Receivables,277835.0
OtherReceivables,277835.0
CashCashEquivalentsAndShortTermInvestments,19240707.0
CashAndCashEquivalents,19240707.0
CashFinancial,19240707.0
