,2023-06-30,2022-12-31
TreasurySharesNumber,16000847.0,16000847.0
OrdinarySharesNumber,3581217704.0,3581217704.0
ShareIssued,3597218551.0,3597218551.0
TotalDebt,,220821000.0
TangibleBookValue,406095000.0,423595000.0
InvestedCapital,411173000.0,649702000.0
WorkingCapital,450263000.0,384346000.0
NetTangibleAssets,406095000.0,423595000.0
CommonStockEquity,411173000.0,428881000.0
TotalCapitalization,411173000.0,627029000.0
TotalEquityGrossMinorityInterest,411173000.0,428881000.0
StockholdersEquity,411173000.0,428881000.0
OtherEquityInterest,6054000.0,4632000.0
TreasuryStock,4667000.0,4984000.0
RetainedEarnings,-1172713000.0,-1105066000.0
CapitalStock,179861000.0,179861000.0
CommonStock,179861000.0,179861000.0
TotalLiabilitiesNetMinorityInterest,485397000.0,291561000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,354005000.0,202109000.0
OtherNonCurrentLiabilities,328000.0,45000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,,332000.0
NonCurrentDeferredTaxesLiabilities,3323000.0,2452000.0
LongTermDebtAndCapitalLeaseObligation,,198148000.0
LongTermDebt,,198148000.0
LongTermProvisions,1275000.0,1132000.0
CurrentLiabilities,131392000.0,89452000.0
OtherCurrentLiabilities,2900000.0,2259000.0
CurrentDebtAndCapitalLeaseObligation,,22673000.0
CurrentDebt,,22673000.0
PensionandOtherPostRetirementBenefitPlansCurrent,,4010000.0
CurrentProvisions,5311000.0,4078000.0
Payables,32346000.0,35869000.0
OtherPayable,,2415000.0
TotalTaxPayable,,204000.0
AccountsPayable,32346000.0,33250000.0
TotalAssets,896570000.0,720442000.0
TotalNonCurrentAssets,314915000.0,246644000.0
NonCurrentPrepaidAssets,,2537000.0
NonCurrentDeferredTaxesAssets,1133000.0,695000.0
FinancialAssets,,2772000.0
InvestmentinFinancialAssets,24851000.0,19689000.0
AvailableForSaleSecurities,,19689000.0
GoodwillAndOtherIntangibleAssets,5078000.0,5286000.0
OtherIntangibleAssets,,5286000.0
Goodwill,,0.0
NetPPE,283853000.0,210712000.0
AccumulatedDepreciation,,-67037000.0
GrossPPE,,277748000.0
ConstructionInProgress,,69475000.0
OtherProperties,,12181000.0
MachineryFurnitureEquipment,,173131000.0
Properties,,22961000.0
CurrentAssets,581655000.0,473798000.0
RestrictedCash,,17877000.0
PrepaidAssets,,4471000.0
Inventory,145813000.0,119231000.0
InventoriesAdjustmentsAllowances,,-16563000.0
OtherInventories,,2583000.0
FinishedGoods,,36934000.0
WorkInProcess,,6980000.0
RawMaterials,,89297000.0
OtherReceivables,53883000.0,15413000.0
TaxesReceivable,,12103000.0
AccountsReceivable,10785000.0,11540000.0
AllowanceForDoubtfulAccountsReceivable,,-1866000.0
GrossAccountsReceivable,,13406000.0
CashCashEquivalentsAndShortTermInvestments,371174000.0,293163000.0
CashAndCashEquivalents,371174000.0,293163000.0
