,2023-08-31,2023-05-31,2023-02-28
OrdinarySharesNumber,111021692.0,111021692.0,106721692.0
ShareIssued,111021692.0,111021692.0,106721692.0
TotalDebt,22420.0,22420.0,22420.0
TangibleBookValue,5115499.0,6588530.0,7023869.0
InvestedCapital,5137919.0,6610950.0,7046289.0
WorkingCapital,-428001.0,-1172641.0,636339.0
NetTangibleAssets,5115499.0,6588530.0,7023869.0
CommonStockEquity,5115499.0,6588530.0,7023869.0
TotalCapitalization,5115499.0,6588530.0,7023869.0
TotalEquityGrossMinorityInterest,5115499.0,6588530.0,7023869.0
StockholdersEquity,5115499.0,6588530.0,7023869.0
GainsLossesNotAffectingRetainedEarnings,134353.0,123103.0,117859.0
RetainedEarnings,-18652275.0,-17167994.0,-16705137.0
AdditionalPaidInCapital,2219273.0,2219273.0,3183499.0
CapitalStock,21414148.0,21414148.0,20427648.0
CommonStock,21414148.0,21414148.0,20427648.0
TotalLiabilitiesNetMinorityInterest,793256.0,2897422.0,683230.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0
CurrentLiabilities,793256.0,2897422.0,683230.0
CurrentDebtAndCapitalLeaseObligation,22420.0,22420.0,22420.0
CurrentDebt,22420.0,22420.0,22420.0
PayablesAndAccruedExpenses,770836.0,2875002.0,660810.0
TotalAssets,5908755.0,9485952.0,7707099.0
TotalNonCurrentAssets,5543500.0,7761171.0,6387530.0
NetPPE,5543500.0,7761171.0,6387530.0
CurrentAssets,365255.0,1724781.0,1319569.0
PrepaidAssets,12379.0,158925.0,276856.0
Receivables,192508.0,185244.0,177171.0
AccountsReceivable,192508.0,185244.0,177171.0
CashCashEquivalentsAndShortTermInvestments,160368.0,1380612.0,865542.0
OtherShortTermInvestments,59866.0,0.0,0.0
CashAndCashEquivalents,100502.0,1380612.0,865542.0
CashFinancial,100502.0,1380612.0,865542.0
