,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,4105534.0,4105534.0,4105524.0
OrdinarySharesNumber,80975948.0,79279477.0,78579487.0
ShareIssued,85081482.0,83385011.0,82685011.0
NetDebt,1757780.0,1544868.0,1307747.0
TotalDebt,1772188.0,1564780.0,1309925.0
TangibleBookValue,-622498.0,-900923.0,-581337.0
InvestedCapital,1149690.0,663857.0,728588.0
WorkingCapital,-1619778.0,-1630834.0,-1344003.0
NetTangibleAssets,-622498.0,-900923.0,-581337.0
CommonStockEquity,-622498.0,-900923.0,-581337.0
TotalCapitalization,-622498.0,-900923.0,-581337.0
TotalEquityGrossMinorityInterest,-622498.0,-900923.0,-581337.0
StockholdersEquity,-622498.0,-900923.0,-581337.0
TreasuryStock,444566.0,444566.0,444566.0
RetainedEarnings,-16602700.0,-16595831.0,-16041245.0
AdditionalPaidInCapital,16339687.0,16056089.0,15821789.0
CapitalStock,85081.0,83385.0,82685.0
CommonStock,85081.0,83385.0,82685.0
TotalLiabilitiesNetMinorityInterest,2325827.0,2357980.0,1994748.0
TotalNonCurrentLiabilitiesNetMinorityInterest,184706.0,470000.0,470000.0
TradeandOtherPayablesNonCurrent,184706.0,470000.0,470000.0
CurrentLiabilities,2141121.0,1887980.0,1524748.0
CurrentDeferredLiabilities,95000.0,80000.0,
CurrentDebtAndCapitalLeaseObligation,1772188.0,1564780.0,1309925.0
CurrentDebt,1772188.0,1564780.0,1309925.0
OtherCurrentBorrowings,90000.0,90000.0,
CurrentNotesPayable,1682188.0,1474780.0,1309925.0
PayablesAndAccruedExpenses,273933.0,243200.0,214823.0
CurrentAccruedExpenses,85550.0,91128.0,119604.0
Payables,188383.0,152072.0,95219.0
DuetoRelatedPartiesCurrent,99301.0,84712.0,49702.0
TotalTaxPayable,8653.0,5829.0,8281.0
AccountsPayable,80429.0,61531.0,37236.0
TotalAssets,1703329.0,1457057.0,1413411.0
TotalNonCurrentAssets,1181986.0,1199911.0,1232666.0
NetPPE,1181986.0,1199911.0,1232666.0
AccumulatedDepreciation,-240699.0,-204794.0,-169039.0
GrossPPE,1422685.0,1404705.0,1401705.0
OtherProperties,614632.0,614632.0,614632.0
MachineryFurnitureEquipment,17980.0,,
BuildingsAndImprovements,759673.0,759673.0,756673.0
LandAndImprovements,30400.0,30400.0,30400.0
Properties,0.0,0.0,0.0
CurrentAssets,521343.0,257146.0,180745.0
PrepaidAssets,52715.0,109071.0,165427.0
Receivables,454220.0,128163.0,13140.0
AccountsReceivable,454220.0,128163.0,13140.0
CashCashEquivalentsAndShortTermInvestments,14408.0,19912.0,2178.0
CashAndCashEquivalents,14408.0,19912.0,2178.0
CashFinancial,14408.0,19912.0,2178.0
