,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,30899335.0,30877258.0,30851314.0,30819533.0
ShareIssued,30899335.0,30877258.0,30851314.0,30819533.0
NetDebt,560621000.0,561332000.0,540121000.0,536658000.0
TotalDebt,639809000.0,632523000.0,627532000.0,657261000.0
TangibleBookValue,-346085000.0,-331664000.0,-335045000.0,-347341000.0
InvestedCapital,1242868000.0,1259462000.0,1250317000.0,1264520000.0
WorkingCapital,-506470000.0,-470408000.0,-449784000.0,-447017000.0
NetTangibleAssets,-346085000.0,-331664000.0,-335045000.0,-347341000.0
CapitalLeaseObligations,8026000.0,9026000.0,9852000.0,9966000.0
CommonStockEquity,611085000.0,635965000.0,632637000.0,617225000.0
TotalCapitalization,611132000.0,636052000.0,632759000.0,617385000.0
TotalEquityGrossMinorityInterest,651544000.0,676857000.0,673906000.0,659440000.0
MinorityInterest,40459000.0,40892000.0,41269000.0,42215000.0
StockholdersEquity,611085000.0,635965000.0,632637000.0,617225000.0
GainsLossesNotAffectingRetainedEarnings,-224226000.0,-209326000.0,-211719000.0,-219437000.0
OtherEquityAdjustments,-224226000.0,-209326000.0,-211719000.0,-219437000.0
RetainedEarnings,811866000.0,822162000.0,821854000.0,814780000.0
AdditionalPaidInCapital,20355000.0,20041000.0,19417000.0,18800000.0
CapitalStock,3090000.0,3088000.0,3085000.0,3082000.0
CommonStock,3090000.0,3088000.0,3085000.0,3082000.0
PreferredStock,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,910447000.0,863651000.0,867644000.0,878115000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,45096000.0,44363000.0,43988000.0,46578000.0
OtherNonCurrentLiabilities,31351000.0,29407000.0,28366000.0,24558000.0
NonCurrentDeferredLiabilities,8411000.0,8867000.0,8955000.0,15248000.0
NonCurrentDeferredRevenue,7261000.0,7717000.0,7805000.0,14098000.0
NonCurrentDeferredTaxesLiabilities,1150000.0,1150000.0,1150000.0,1150000.0
LongTermDebtAndCapitalLeaseObligation,5334000.0,6089000.0,6667000.0,6772000.0
LongTermCapitalLeaseObligation,5287000.0,6002000.0,6545000.0,6612000.0
LongTermDebt,47000.0,87000.0,122000.0,160000.0
CurrentLiabilities,865351000.0,819288000.0,823656000.0,831537000.0
OtherCurrentLiabilities,3420000.0,3341000.0,3761000.0,4246000.0
CurrentDeferredLiabilities,63360000.0,61792000.0,71859000.0,55658000.0
CurrentDeferredRevenue,63360000.0,61792000.0,71859000.0,55658000.0
CurrentDebtAndCapitalLeaseObligation,634475000.0,626434000.0,620865000.0,650489000.0
CurrentCapitalLeaseObligation,2739000.0,3024000.0,3307000.0,3354000.0
CurrentDebt,631736000.0,623410000.0,617558000.0,647135000.0
OtherCurrentBorrowings,171493000.0,173465000.0,617281000.0,643768000.0
LineOfCredit,460243000.0,449945000.0,277000.0,3367000.0
PayablesAndAccruedExpenses,164096000.0,127721000.0,127171000.0,121144000.0
CurrentAccruedExpenses,16537000.0,13367000.0,10053000.0,27056000.0
Payables,147559000.0,114354000.0,117118000.0,94088000.0
OtherPayable,31479000.0,18737000.0,11020000.0,11299000.0
TotalTaxPayable,,,,5071000.0
IncomeTaxPayable,,,,1201000.0
AccountsPayable,116080000.0,95617000.0,106098000.0,77718000.0
TotalAssets,1561991000.0,1540508000.0,1541550000.0,1537555000.0
TotalNonCurrentAssets,1203110000.0,1191628000.0,1167678000.0,1153035000.0
OtherNonCurrentAssets,50667000.0,37320000.0,31125000.0,30096000.0
NonCurrentDeferredAssets,123887000.0,124289000.0,105822000.0,96289000.0
NonCurrentDeferredTaxesAssets,123887000.0,124289000.0,105822000.0,96289000.0
NonCurrentAccountsReceivable,10512000.0,,,
GoodwillAndOtherIntangibleAssets,957170000.0,967629000.0,967682000.0,964566000.0
OtherIntangibleAssets,77916000.0,80528000.0,82212000.0,82890000.0
Goodwill,879254000.0,887101000.0,885470000.0,881676000.0
NetPPE,60874000.0,62390000.0,63049000.0,62084000.0
AccumulatedDepreciation,,,,-35043000.0
GrossPPE,60874000.0,62390000.0,63049000.0,97127000.0
Leases,,,,3266000.0
OtherProperties,60874000.0,62390000.0,63049000.0,9636000.0
MachineryFurnitureEquipment,,,,38483000.0
BuildingsAndImprovements,,,,27039000.0
LandAndImprovements,,,,18703000.0
Properties,,,,0.0
CurrentAssets,358881000.0,348880000.0,373872000.0,384520000.0
OtherCurrentAssets,11540000.0,11048000.0,10602000.0,9774000.0
CurrentDeferredAssets,451000.0,474000.0,496000.0,486000.0
RestrictedCash,12300000.0,10017000.0,10610000.0,10302000.0
PrepaidAssets,73443000.0,79365000.0,90168000.0,71449000.0
Receivables,172459000.0,171419000.0,167326000.0,164434000.0
OtherReceivables,9903000.0,1932000.0,2068000.0,5961000.0
TaxesReceivable,5684000.0,5723000.0,3624000.0,3289000.0
AccruedInterestReceivable,570000.0,598000.0,927000.0,651000.0
AccountsReceivable,156302000.0,163166000.0,160707000.0,154533000.0
AllowanceForDoubtfulAccountsReceivable,-13971000.0,-18885000.0,-18078000.0,-18167000.0
GrossAccountsReceivable,170273000.0,182051000.0,178785000.0,172700000.0
CashCashEquivalentsAndShortTermInvestments,88688000.0,76557000.0,94670000.0,128075000.0
OtherShortTermInvestments,17526000.0,14392000.0,17111000.0,17438000.0
CashAndCashEquivalents,71162000.0,62165000.0,77559000.0,110637000.0
