,2023-09-30,2023-06-30,2022-12-31
OrdinarySharesNumber,1164842635.0,1157934505.0,1023331847.0
ShareIssued,1164842635.0,1157934505.0,1023331847.0
NetDebt,13149959.0,5154468.0,3798820.0
TotalDebt,19499940.0,11204956.0,10906608.0
TangibleBookValue,-5681544.0,-2701224.0,-5359754.0
InvestedCapital,21583071.0,15465769.0,31044826.0
WorkingCapital,-2412578.0,-2155437.0,1345559.0
NetTangibleAssets,-5681544.0,-2701224.0,-5359754.0
CapitalLeaseObligations,2319810.0,3122448.0,3802028.0
CommonStockEquity,4402941.0,7383261.0,23940246.0
TotalCapitalization,20520332.0,15140253.0,31001051.0
TotalEquityGrossMinorityInterest,8092624.0,11072944.0,23940246.0
MinorityInterest,3689683.0,3689683.0,
StockholdersEquity,4402941.0,7383261.0,23940246.0
GainsLossesNotAffectingRetainedEarnings,-531275.0,-376958.0,-168889.0
RetainedEarnings,-85964062.0,-83975339.0,-62299525.0
AdditionalPaidInCapital,90829344.0,91671346.0,86350523.0
CapitalStock,68934.0,64212.0,58137.0
CommonStock,68934.0,64212.0,58137.0
TotalLiabilitiesNetMinorityInterest,40670367.0,32119305.0,37986030.0
TotalNonCurrentLiabilitiesNetMinorityInterest,24088438.0,16551355.0,27520251.0
OtherNonCurrentLiabilities,3119001.0,3119001.0,7047179.0
DerivativeProductLiabilities,413756.0,426483.0,1555037.0
NonCurrentDeferredLiabilities,2285856.0,2285856.0,8764120.0
NonCurrentDeferredTaxesLiabilities,2285856.0,2285856.0,8764120.0
LongTermDebtAndCapitalLeaseObligation,18269825.0,10720015.0,10153915.0
LongTermCapitalLeaseObligation,2152434.0,2963023.0,3093110.0
LongTermDebt,16117391.0,7756992.0,7060805.0
CurrentLiabilities,16581929.0,15567950.0,10465779.0
OtherCurrentLiabilities,1.0,,
CurrentDeferredLiabilities,,,0.0
CurrentDeferredRevenue,,,0.0
CurrentDebtAndCapitalLeaseObligation,1230115.0,484941.0,752693.0
CurrentCapitalLeaseObligation,167376.0,159425.0,708918.0
CurrentDebt,1062739.0,325516.0,43775.0
OtherCurrentBorrowings,1062739.0,325516.0,43775.0
PayablesAndAccruedExpenses,15351813.0,15083009.0,9713086.0
CurrentAccruedExpenses,2760175.0,2595086.0,1222606.0
Payables,12591638.0,12487923.0,8490480.0
OtherPayable,849554.0,959554.0,
DuetoRelatedPartiesCurrent,247973.0,141375.0,167735.0
TotalTaxPayable,7886659.0,7522635.0,5578823.0
AccountsPayable,3607452.0,3864359.0,2743922.0
TotalAssets,48762991.0,43192249.0,61926276.0
TotalNonCurrentAssets,34593639.0,29779737.0,50114938.0
OtherNonCurrentAssets,668485.0,705017.0,779715.0
GoodwillAndOtherIntangibleAssets,10084485.0,10084485.0,29300000.0
OtherIntangibleAssets,7590000.0,7590000.0,29300000.0
Goodwill,2494485.0,2494485.0,
NetPPE,23840669.0,18990235.0,20035223.0
AccumulatedDepreciation,-6977759.0,-6515359.0,-5582455.0
GrossPPE,30818428.0,25505594.0,25617678.0
Leases,692886.0,692886.0,692886.0
ConstructionInProgress,0.0,0.0,0.0
OtherProperties,2901954.0,3800983.0,3568065.0
MachineryFurnitureEquipment,5923658.0,5439318.0,6051772.0
BuildingsAndImprovements,21299930.0,15572407.0,15304955.0
CurrentAssets,14169351.0,13412513.0,11811338.0
OtherCurrentAssets,193443.0,57600.0,148771.0
CurrentDeferredAssets,193444.0,57599.0,
PrepaidAssets,2884117.0,2730533.0,2279028.0
Inventory,3979446.0,3794386.0,2981938.0
OtherInventories,-1.0,,
FinishedGoods,3200368.0,3170613.0,2395340.0
WorkInProcess,26853.0,136824.0,19734.0
RawMaterials,752226.0,486949.0,566864.0
Receivables,3082174.0,3901954.0,3095841.0
AccountsReceivable,3082174.0,3901954.0,3095841.0
CashCashEquivalentsAndShortTermInvestments,4030171.0,2928040.0,3305760.0
CashAndCashEquivalents,4030171.0,2928040.0,3305760.0
CashFinancial,4030171.0,2928040.0,3305760.0
