,2023-12-31,2023-03-31,2022-12-31
OrdinarySharesNumber,24099494.0,24099494.0,24099494.0
ShareIssued,24099494.0,24099494.0,24099494.0
TotalDebt,329779.0,377972.0,392802.0
TangibleBookValue,30315155.0,29356785.0,29542812.0
InvestedCapital,30375155.0,29416785.0,29602812.0
WorkingCapital,-1008994.0,746454.0,1245401.0
NetTangibleAssets,30315155.0,29356785.0,29542812.0
CapitalLeaseObligations,269779.0,317972.0,332802.0
CommonStockEquity,30315155.0,29356785.0,29542812.0
TotalCapitalization,30315155.0,29416785.0,29602812.0
TotalEquityGrossMinorityInterest,30315155.0,29356785.0,29542812.0
StockholdersEquity,30315155.0,29356785.0,29542812.0
OtherEquityInterest,1200000.0,,
GainsLossesNotAffectingRetainedEarnings,4946094.0,4836242.0,4814824.0
OtherEquityAdjustments,4946094.0,4836242.0,4814824.0
RetainedEarnings,-33347054.0,-32995572.0,-32788127.0
CapitalStock,57516115.0,57516115.0,57516115.0
CommonStock,57516115.0,57516115.0,57516115.0
TotalLiabilitiesNetMinorityInterest,1427146.0,1511480.0,1982042.0
TotalNonCurrentLiabilitiesNetMinorityInterest,195899.0,329779.0,329779.0
LongTermDebtAndCapitalLeaseObligation,195899.0,329779.0,329779.0
LongTermCapitalLeaseObligation,195899.0,269779.0,269779.0
LongTermDebt,,60000.0,60000.0
CurrentLiabilities,1231247.0,1181701.0,1652263.0
OtherCurrentLiabilities,,774001.0,848859.0
CurrentDebtAndCapitalLeaseObligation,133880.0,48193.0,63023.0
CurrentCapitalLeaseObligation,73880.0,48193.0,63023.0
CurrentDebt,60000.0,,
OtherCurrentBorrowings,60000.0,,
CurrentProvisions,130739.0,130739.0,130739.0
PayablesAndAccruedExpenses,966628.0,228768.0,609642.0
Payables,966628.0,228768.0,609642.0
DuetoRelatedPartiesCurrent,352929.0,0.0,0.0
AccountsPayable,613699.0,228768.0,609642.0
TotalAssets,31742301.0,30868265.0,31524854.0
TotalNonCurrentAssets,31520048.0,28940110.0,28627190.0
NonCurrentPrepaidAssets,300000.0,200000.0,200000.0
NetPPE,31220048.0,28740110.0,28427190.0
AccumulatedDepreciation,-109588.0,-82649.0,-72841.0
GrossPPE,31329636.0,28822759.0,28500031.0
Leases,30681.0,30681.0,30681.0
MachineryFurnitureEquipment,4552.0,4552.0,4552.0
BuildingsAndImprovements,226916.0,283645.0,302555.0
Properties,31067487.0,28503881.0,28162243.0
CurrentAssets,222253.0,1928155.0,2897664.0
PrepaidAssets,42425.0,181383.0,167315.0
Receivables,34369.0,234210.0,295796.0
DuefromRelatedPartiesCurrent,0.0,205758.0,184583.0
TaxesReceivable,34369.0,28452.0,111213.0
CashCashEquivalentsAndShortTermInvestments,145459.0,1512562.0,2434553.0
CashAndCashEquivalents,145459.0,1512562.0,2434553.0
CashFinancial,145459.0,1512562.0,2434553.0
