,2023-06-30,2022-12-31
OrdinarySharesNumber,99145041.0,5145041.0
ShareIssued,99145041.0,5145041.0
NetDebt,56307562.0,
TotalDebt,59194260.0,1053574.0
TangibleBookValue,-70447778.0,9384351.0
InvestedCapital,100023660.0,9384351.0
WorkingCapital,1682325.0,7861288.0
NetTangibleAssets,-70447778.0,9384351.0
CapitalLeaseObligations,882391.0,1053574.0
CommonStockEquity,41711791.0,9384351.0
TotalCapitalization,100023660.0,9384351.0
TotalEquityGrossMinorityInterest,56926975.0,9384351.0
MinorityInterest,15215184.0,
StockholdersEquity,41711791.0,9384351.0
GainsLossesNotAffectingRetainedEarnings,-206665.0,-141477.0
OtherEquityAdjustments,-206665.0,-141477.0
RetainedEarnings,-36630402.0,-22253030.0
AdditionalPaidInCapital,77557407.0,31727407.0
CapitalStock,991451.0,51451.0
CommonStock,991451.0,51451.0
TotalLiabilitiesNetMinorityInterest,64389795.0,2031156.0
TotalNonCurrentLiabilitiesNetMinorityInterest,58864804.0,857233.0
NonCurrentAccruedExpenses,146475.0,209250.0
LongTermDebtAndCapitalLeaseObligation,58718329.0,647983.0
LongTermCapitalLeaseObligation,406460.0,647983.0
LongTermDebt,58311869.0,
CurrentLiabilities,5524991.0,1173923.0
CurrentDeferredLiabilities,288696.0,0.0
CurrentDeferredRevenue,288696.0,0.0
CurrentDebtAndCapitalLeaseObligation,475931.0,405591.0
CurrentCapitalLeaseObligation,475931.0,405591.0
PayablesAndAccruedExpenses,4760364.0,768332.0
CurrentAccruedExpenses,4477083.0,272534.0
Payables,283281.0,495798.0
OtherPayable,283281.0,495798.0
TotalAssets,121316770.0,11415507.0
TotalNonCurrentAssets,114109454.0,2380296.0
OtherNonCurrentAssets,691965.0,
NonCurrentPrepaidAssets,136723.0,1140746.0
NonCurrentDeferredAssets,70681.0,
NonCurrentDeferredTaxesAssets,70681.0,
GoodwillAndOtherIntangibleAssets,112159569.0,
OtherIntangibleAssets,5224439.0,
Goodwill,106935130.0,
NetPPE,1050516.0,1239550.0
AccumulatedDepreciation,,-219964.0
GrossPPE,1050516.0,1459514.0
Leases,,84549.0
OtherProperties,1050516.0,1207986.0
MachineryFurnitureEquipment,,166979.0
Properties,,0.0
CurrentAssets,7207316.0,9035211.0
OtherCurrentAssets,1774171.0,60074.0
CurrentDeferredAssets,112748.0,112748.0
PrepaidAssets,7984.0,17201.0
Receivables,3041593.0,5019711.0
OtherReceivables,,103204.0
LoansReceivable,676643.0,4620824.0
AccountsReceivable,2364950.0,295683.0
CashCashEquivalentsAndShortTermInvestments,2270820.0,3825477.0
OtherShortTermInvestments,266513.0,
CashAndCashEquivalents,2004307.0,3825477.0
