,2023-09-30,2023-03-31,2022-12-31
OrdinarySharesNumber,397140860.0,216824566.0,216824566.0
ShareIssued,397140860.0,216824566.0,216824566.0
TotalDebt,1205565.0,,
TangibleBookValue,15576387.0,8112562.0,6652752.0
InvestedCapital,15576387.0,8112562.0,6652752.0
WorkingCapital,7635806.0,8112562.0,6652752.0
NetTangibleAssets,15576387.0,8112562.0,6652752.0
CapitalLeaseObligations,1205565.0,,
CommonStockEquity,15576387.0,8112562.0,6652752.0
TotalCapitalization,15576387.0,8112562.0,6652752.0
TotalEquityGrossMinorityInterest,15576387.0,8112562.0,6652752.0
StockholdersEquity,15576387.0,8112562.0,6652752.0
OtherEquityInterest,4332206.0,3745710.0,3745710.0
GainsLossesNotAffectingRetainedEarnings,389557.0,303821.0,301877.0
OtherEquityAdjustments,389557.0,303821.0,301877.0
RetainedEarnings,-38522585.0,-26771825.0,-26216347.0
AdditionalPaidInCapital,,2013344.0,
CapitalStock,49377209.0,28821512.0,28821512.0
CommonStock,49377209.0,28821512.0,28821512.0
TotalLiabilitiesNetMinorityInterest,13179392.0,465046.0,441481.0
TotalNonCurrentLiabilitiesNetMinorityInterest,6914020.0,0.0,0.0
LongTermDebtAndCapitalLeaseObligation,962659.0,,
LongTermCapitalLeaseObligation,962659.0,,
LongTermProvisions,5951361.0,,
CurrentLiabilities,6265372.0,465046.0,441481.0
OtherCurrentLiabilities,5075549.0,,
CurrentDebtAndCapitalLeaseObligation,242906.0,,
CurrentCapitalLeaseObligation,242906.0,,
PayablesAndAccruedExpenses,946917.0,465046.0,441481.0
Payables,946917.0,465046.0,441481.0
AccountsPayable,946917.0,465046.0,441481.0
TotalAssets,28755779.0,8577608.0,7094233.0
TotalNonCurrentAssets,14854601.0,0.0,0.0
OtherNonCurrentAssets,98159.0,,
NetPPE,14756442.0,,
AccumulatedDepreciation,-88992.0,,
GrossPPE,14845434.0,,
OtherProperties,8129509.0,,
MachineryFurnitureEquipment,6715925.0,,
CurrentAssets,13901178.0,8577608.0,7094233.0
PrepaidAssets,892289.0,576149.0,326568.0
Inventory,1226567.0,,
RawMaterials,1226567.0,,
Receivables,3967646.0,120974.0,112674.0
TaxesReceivable,3967646.0,120974.0,112674.0
CashCashEquivalentsAndShortTermInvestments,7814676.0,7880485.0,6654991.0
OtherShortTermInvestments,28000.0,56000.0,49000.0
CashAndCashEquivalents,7786676.0,7824485.0,6605991.0
