,2023-09-30,2023-03-31,2022-12-31
OrdinarySharesNumber,67106221.0,67006221.0,67006221.0
ShareIssued,67106221.0,67006221.0,67006221.0
TangibleBookValue,3898004.0,6858547.0,7612428.0
InvestedCapital,3898004.0,6858547.0,7612428.0
WorkingCapital,1418009.0,4756027.0,5853059.0
NetTangibleAssets,3898004.0,6858547.0,7612428.0
CommonStockEquity,3898004.0,6858547.0,7612428.0
TotalCapitalization,3898004.0,6858547.0,7612428.0
TotalEquityGrossMinorityInterest,3898004.0,6858547.0,7612428.0
StockholdersEquity,3898004.0,6858547.0,7612428.0
GainsLossesNotAffectingRetainedEarnings,2771089.0,2613662.0,2503388.0
RetainedEarnings,-12303253.0,-9175783.0,-8311628.0
CapitalStock,13430168.0,13420668.0,13420668.0
CommonStock,13430168.0,13420668.0,13420668.0
TotalLiabilitiesNetMinorityInterest,28345.0,123062.0,48965.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0
CurrentLiabilities,28345.0,123062.0,48965.0
PayablesAndAccruedExpenses,28345.0,123062.0,48965.0
Payables,28345.0,123062.0,48965.0
DuetoRelatedPartiesCurrent,12067.0,21000.0,21000.0
AccountsPayable,16278.0,102062.0,27965.0
TotalAssets,3926349.0,6981609.0,7661393.0
TotalNonCurrentAssets,2479995.0,2102520.0,1759369.0
NonCurrentAccountsReceivable,994585.0,713887.0,585121.0
NetPPE,1485410.0,1388633.0,1174248.0
CurrentAssets,1446354.0,4879089.0,5902024.0
PrepaidAssets,77855.0,159838.0,128108.0
Receivables,2289.0,4786.0,2609.0
AccountsReceivable,2289.0,4786.0,2609.0
CashCashEquivalentsAndShortTermInvestments,1366210.0,4714465.0,5771307.0
CashAndCashEquivalents,1366210.0,4714465.0,5771307.0
CashFinancial,1366210.0,4714465.0,5771307.0
