,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,1320000.0,119000.0,,
OrdinarySharesNumber,125304000.0,126505000.0,126624000.0,126624000.0
ShareIssued,126624000.0,126624000.0,126624000.0,126624000.0
TangibleBookValue,98251000.0,104877000.0,113256000.0,117964000.0
InvestedCapital,98251000.0,104877000.0,113256000.0,117964000.0
WorkingCapital,94204000.0,102525000.0,107925000.0,112629000.0
NetTangibleAssets,98251000.0,104877000.0,113256000.0,117964000.0
CommonStockEquity,98251000.0,104877000.0,113256000.0,117964000.0
TotalCapitalization,98251000.0,104877000.0,113256000.0,117964000.0
TotalEquityGrossMinorityInterest,98251000.0,104877000.0,113256000.0,117964000.0
StockholdersEquity,98251000.0,104877000.0,113256000.0,117964000.0
TreasuryStock,1475000.0,152000.0,,
RetainedEarnings,-178534000.0,-172305000.0,-162475000.0,-156194000.0
AdditionalPaidInCapital,255468000.0,254542000.0,252939000.0,251366000.0
CapitalStock,22792000.0,22792000.0,22792000.0,22792000.0
CommonStock,22792000.0,22792000.0,22792000.0,22792000.0
PreferredStock,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,3444000.0,3478000.0,2944000.0,5568000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0,0.0
CurrentLiabilities,3444000.0,3478000.0,2944000.0,5568000.0
OtherCurrentLiabilities,21000.0,46000.0,65000.0,19000.0
PensionandOtherPostRetirementBenefitPlansCurrent,1016000.0,739000.0,575000.0,1284000.0
PayablesAndAccruedExpenses,2407000.0,2693000.0,2304000.0,4265000.0
CurrentAccruedExpenses,1689000.0,1519000.0,860000.0,1300000.0
Payables,718000.0,1174000.0,1444000.0,2965000.0
AccountsPayable,718000.0,1174000.0,1444000.0,2965000.0
TotalAssets,101695000.0,108355000.0,116200000.0,123532000.0
TotalNonCurrentAssets,4047000.0,2352000.0,5331000.0,5335000.0
OtherNonCurrentAssets,2337000.0,642000.0,631000.0,635000.0
InvestmentsAndAdvances,1710000.0,1710000.0,4700000.0,4700000.0
InvestmentinFinancialAssets,,1710000.0,,
AvailableForSaleSecurities,,1710000.0,,
LongTermEquityInvestment,1710000.0,1710000.0,4700000.0,4700000.0
CurrentAssets,97648000.0,106003000.0,110869000.0,118197000.0
OtherCurrentAssets,7000.0,7000.0,858000.0,2423000.0
RestrictedCash,110000.0,110000.0,110000.0,110000.0
PrepaidAssets,3472000.0,5759000.0,5295000.0,4031000.0
Receivables,28000.0,737000.0,738000.0,743000.0
OtherReceivables,,737000.0,,
TaxesReceivable,28000.0,,738000.0,743000.0
CashCashEquivalentsAndShortTermInvestments,94031000.0,99390000.0,103868000.0,110890000.0
CashAndCashEquivalents,94031000.0,99390000.0,103868000.0,110890000.0
