,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,115699903.0,113699903.0,105099903.0,105099903.0
ShareIssued,115699903.0,113699903.0,105099903.0,105099903.0
TangibleBookValue,11111949.0,11553624.0,12822445.0,12948043.0
InvestedCapital,11111949.0,11553624.0,12822445.0,12948043.0
WorkingCapital,112694.0,196299.0,-301449.0,-91929.0
NetTangibleAssets,11111949.0,11553624.0,12822445.0,12948043.0
CommonStockEquity,11111949.0,11553624.0,12822445.0,12948043.0
TotalCapitalization,11111949.0,11553624.0,12822445.0,12948043.0
TotalEquityGrossMinorityInterest,11111949.0,11553624.0,12822445.0,12948043.0
StockholdersEquity,11111949.0,11553624.0,12822445.0,12948043.0
RetainedEarnings,-24100559.0,-23530682.0,-21808523.0,-21634135.0
AdditionalPaidInCapital,4922085.0,4871283.0,4847945.0,4799155.0
CapitalStock,30290423.0,30213023.0,29783023.0,29783023.0
CommonStock,30290423.0,30213023.0,29783023.0,29783023.0
TotalLiabilitiesNetMinorityInterest,181156.0,182857.0,536360.0,460389.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0,0.0
CurrentLiabilities,181156.0,182857.0,536360.0,460389.0
PayablesAndAccruedExpenses,181156.0,182857.0,536360.0,460389.0
Payables,181156.0,182857.0,536360.0,460389.0
DuetoRelatedPartiesCurrent,11475.0,5076.0,45119.0,30540.0
AccountsPayable,169681.0,177781.0,491241.0,429849.0
TotalAssets,11293105.0,11736481.0,13358805.0,13408432.0
TotalNonCurrentAssets,10999255.0,11357325.0,13123894.0,13039972.0
OtherNonCurrentAssets,103782.0,103782.0,137766.0,124296.0
NetPPE,10895473.0,11253543.0,12986128.0,12915676.0
AccumulatedDepreciation,-20817.0,-18504.0,-16191.0,-13878.0
GrossPPE,10916290.0,11272047.0,13002319.0,12929554.0
OtherProperties,10885452.0,11241209.0,12971481.0,12898716.0
MachineryFurnitureEquipment,30838.0,30838.0,30838.0,30838.0
CurrentAssets,293850.0,379156.0,234911.0,368460.0
PrepaidAssets,20783.0,3688.0,15966.0,26345.0
Receivables,4445.0,19179.0,37780.0,106987.0
TaxesReceivable,4445.0,19179.0,37780.0,106987.0
CashCashEquivalentsAndShortTermInvestments,268622.0,356289.0,181165.0,235128.0
OtherShortTermInvestments,128500.0,130500.0,56000.0,77000.0
CashAndCashEquivalents,140122.0,225789.0,125165.0,158128.0
