,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,7568182.0,,7568182.0
OrdinarySharesNumber,551281154.0,551281154.0,515248955.0
ShareIssued,558849336.0,551281154.0,522817137.0
NetDebt,72354000.0,33380000.0,11782000.0
TotalDebt,207600000.0,169547000.0,134504000.0
TangibleBookValue,-407665000.0,-329642000.0,-235776000.0
InvestedCapital,-63010000.0,-54463000.0,16811000.0
WorkingCapital,-131838000.0,-64872000.0,-231549000.0
NetTangibleAssets,-407665000.0,-329642000.0,-235776000.0
CapitalLeaseObligations,65497000.0,98512000.0,99088000.0
CommonStockEquity,-205113000.0,-125498000.0,-18605000.0
TotalCapitalization,-183372000.0,-104098000.0,525000.0
TotalEquityGrossMinorityInterest,-197956000.0,-127420000.0,-21669000.0
MinorityInterest,7157000.0,-1922000.0,-3064000.0
StockholdersEquity,-205113000.0,-125498000.0,-18605000.0
GainsLossesNotAffectingRetainedEarnings,2240000.0,1826000.0,1501000.0
OtherEquityAdjustments,2240000.0,1826000.0,
TreasuryStock,49464000.0,49464000.0,49464000.0
RetainedEarnings,-2194275000.0,-2099063000.0,-1959447000.0
AdditionalPaidInCapital,2036331000.0,2021148000.0,1988753000.0
CapitalStock,55000.0,55000.0,52000.0
CommonStock,55000.0,55000.0,52000.0
TotalLiabilitiesNetMinorityInterest,654648000.0,587483000.0,494509000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,389699000.0,421851000.0,166587000.0
OtherNonCurrentLiabilities,312778000.0,313188000.0,54260000.0
DerivativeProductLiabilities,1600000.0,1580000.0,300000.0
NonCurrentDeferredLiabilities,1134000.0,1221000.0,7689000.0
NonCurrentDeferredRevenue,896000.0,983000.0,7098000.0
NonCurrentDeferredTaxesLiabilities,238000.0,238000.0,591000.0
LongTermDebtAndCapitalLeaseObligation,74187000.0,105862000.0,104338000.0
LongTermCapitalLeaseObligation,52446000.0,84462000.0,85208000.0
LongTermDebt,21741000.0,21400000.0,19130000.0
CurrentLiabilities,264949000.0,165632000.0,327922000.0
OtherCurrentLiabilities,912000.0,788000.0,8197000.0
CurrentDeferredLiabilities,256000.0,252000.0,652000.0
CurrentDeferredRevenue,256000.0,252000.0,652000.0
CurrentDebtAndCapitalLeaseObligation,133413000.0,63685000.0,30166000.0
CurrentCapitalLeaseObligation,13051000.0,14050000.0,13880000.0
CurrentDebt,120362000.0,49635000.0,16286000.0
OtherCurrentBorrowings,120362000.0,49635000.0,16286000.0
PayablesAndAccruedExpenses,130368000.0,100907000.0,288907000.0
CurrentAccruedExpenses,98888000.0,74169000.0,241392000.0
Payables,31480000.0,26738000.0,47515000.0
TotalTaxPayable,12926000.0,12148000.0,
IncomeTaxPayable,12926000.0,12148000.0,
AccountsPayable,18554000.0,14590000.0,47515000.0
TotalAssets,456692000.0,460063000.0,472840000.0
TotalNonCurrentAssets,323581000.0,359303000.0,376467000.0
OtherNonCurrentAssets,2376000.0,2892000.0,3685000.0
InvestmentsAndAdvances,12008000.0,12008000.0,17176000.0
LongTermEquityInvestment,12008000.0,12008000.0,17176000.0
GoodwillAndOtherIntangibleAssets,202552000.0,204144000.0,217171000.0
OtherIntangibleAssets,122283000.0,123875000.0,136902000.0
Goodwill,80269000.0,80269000.0,80269000.0
NetPPE,106645000.0,140259000.0,138435000.0
AccumulatedDepreciation,,,-51420000.0
GrossPPE,106645000.0,140259000.0,189855000.0
Leases,,,16158000.0
ConstructionInProgress,,,18230000.0
OtherProperties,106645000.0,140259000.0,86464000.0
MachineryFurnitureEquipment,,,69003000.0
Properties,,,0.0
CurrentAssets,133111000.0,100760000.0,96373000.0
OtherCurrentAssets,4878000.0,4784000.0,3143000.0
PrepaidAssets,5222000.0,7827000.0,8807000.0
Inventory,9651000.0,11308000.0,9976000.0
OtherInventories,,,-24000.0
FinishedGoods,,,3400000.0
RawMaterials,,,6600000.0
Receivables,32725000.0,26524000.0,24469000.0
AccountsReceivable,32725000.0,26524000.0,24469000.0
CashCashEquivalentsAndShortTermInvestments,80635000.0,50317000.0,49978000.0
OtherShortTermInvestments,10886000.0,12662000.0,26344000.0
CashAndCashEquivalents,69749000.0,37655000.0,23634000.0
