,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,378725000.0,378607000.0,378005000.0,376537000.0,375964000.0
ShareIssued,378725000.0,378607000.0,378005000.0,376537000.0,375964000.0
NetDebt,201461000.0,208361000.0,169113000.0,156467000.0,116458000.0
TotalDebt,508117000.0,486085000.0,497750000.0,474311000.0,476489000.0
TangibleBookValue,-85488000.0,-71993000.0,-42414000.0,-42448000.0,-17510000.0
InvestedCapital,1709215000.0,1706014000.0,1743594000.0,1729890000.0,1743802000.0
WorkingCapital,22858000.0,23376000.0,57027000.0,31368000.0,57224000.0
NetTangibleAssets,-85488000.0,-71993000.0,-42414000.0,-42448000.0,-17510000.0
CapitalLeaseObligations,227832000.0,235119000.0,249032000.0,249550000.0,251410000.0
CommonStockEquity,1428930000.0,1455048000.0,1494876000.0,1505129000.0,1518723000.0
TotalCapitalization,1709215000.0,1703419000.0,1743594000.0,1729890000.0,1743802000.0
TotalEquityGrossMinorityInterest,1428930000.0,1455048000.0,1494876000.0,1505129000.0,1518723000.0
StockholdersEquity,1428930000.0,1455048000.0,1494876000.0,1505129000.0,1518723000.0
GainsLossesNotAffectingRetainedEarnings,2303000.0,4381000.0,4151000.0,2004000.0,3274000.0
OtherEquityAdjustments,2303000.0,4381000.0,4151000.0,2004000.0,3274000.0
RetainedEarnings,-760846000.0,-715887000.0,-654304000.0,-608826000.0,-572636000.0
AdditionalPaidInCapital,2183684000.0,2162766000.0,2141247000.0,2108184000.0,2084324000.0
CapitalStock,3789000.0,3788000.0,3782000.0,3767000.0,3761000.0
CommonStock,3789000.0,3788000.0,3782000.0,3767000.0,3761000.0
PreferredStock,0.0,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,681039000.0,720018000.0,676041000.0,653433000.0,655148000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,478166000.0,479144000.0,495187000.0,472292000.0,479149000.0
OtherNonCurrentLiabilities,952000.0,855000.0,2559000.0,2059000.0,2783000.0
NonCurrentDeferredLiabilities,15572000.0,38403000.0,38324000.0,37569000.0,38701000.0
NonCurrentDeferredTaxesLiabilities,15572000.0,38403000.0,38324000.0,37569000.0,38701000.0
LongTermDebtAndCapitalLeaseObligation,461642000.0,439886000.0,454304000.0,432664000.0,437665000.0
LongTermCapitalLeaseObligation,181357000.0,191515000.0,205586000.0,207903000.0,212586000.0
LongTermDebt,280285000.0,248371000.0,248718000.0,224761000.0,225079000.0
CurrentLiabilities,202873000.0,240874000.0,180854000.0,181141000.0,175999000.0
OtherCurrentLiabilities,11857000.0,9627000.0,13872000.0,16090000.0,18812000.0
CurrentDebtAndCapitalLeaseObligation,46475000.0,46199000.0,43446000.0,41647000.0,38824000.0
CurrentCapitalLeaseObligation,46475000.0,43604000.0,43446000.0,41647000.0,38824000.0
CurrentDebt,,2595000.0,,,2345000.0
OtherCurrentBorrowings,,2595000.0,,,2345000.0
PayablesAndAccruedExpenses,144541000.0,185048000.0,123536000.0,123404000.0,118363000.0
CurrentAccruedExpenses,121332000.0,174648000.0,115492000.0,115695000.0,93993000.0
Payables,23209000.0,10400000.0,8044000.0,7709000.0,24370000.0
AccountsPayable,23209000.0,10400000.0,8044000.0,7709000.0,24370000.0
TotalAssets,2109969000.0,2175066000.0,2170917000.0,2158562000.0,2173871000.0
TotalNonCurrentAssets,1884238000.0,1910816000.0,1933036000.0,1946053000.0,1940648000.0
OtherNonCurrentAssets,10895000.0,13023000.0,11221000.0,8772000.0,10795000.0
GoodwillAndOtherIntangibleAssets,1514418000.0,1527041000.0,1537290000.0,1547577000.0,1536233000.0
OtherIntangibleAssets,221072000.0,233615000.0,243788000.0,253964000.0,263294000.0
Goodwill,1293346000.0,1293426000.0,1293502000.0,1293613000.0,1272939000.0
NetPPE,358925000.0,370752000.0,384525000.0,389704000.0,393620000.0
AccumulatedDepreciation,-68684000.0,-64070000.0,-58347000.0,-50733000.0,-42883000.0
GrossPPE,427609000.0,434822000.0,442872000.0,440437000.0,436503000.0
Leases,170212000.0,163654000.0,162494000.0,154912000.0,148249000.0
ConstructionInProgress,9037000.0,14505000.0,11285000.0,14851000.0,16892000.0
OtherProperties,171545000.0,181527000.0,192331000.0,197143000.0,200381000.0
MachineryFurnitureEquipment,76815000.0,75136000.0,76762000.0,73531000.0,70981000.0
Properties,0.0,0.0,0.0,0.0,0.0
CurrentAssets,225731000.0,264250000.0,237881000.0,212509000.0,233223000.0
OtherCurrentAssets,10729000.0,71929000.0,36480000.0,25833000.0,10997000.0
PrepaidAssets,10538000.0,,,,12097000.0
Receivables,125640000.0,149716000.0,121796000.0,118382000.0,101508000.0
OtherReceivables,235000.0,,,,640000.0
AccountsReceivable,125405000.0,149716000.0,121796000.0,118382000.0,100868000.0
CashCashEquivalentsAndShortTermInvestments,78824000.0,42605000.0,79605000.0,68294000.0,108621000.0
CashAndCashEquivalents,78824000.0,42605000.0,79605000.0,68294000.0,108621000.0
