,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,7542760.0,6375983.0,6200351.0,6157818.0
ShareIssued,7542760.0,6375983.0,6200351.0,6157818.0
TotalDebt,1110000.0,1204000.0,1224000.0,1303000.0
TangibleBookValue,7776000.0,13786000.0,25993000.0,37741000.0
InvestedCapital,7776000.0,13786000.0,25993000.0,37741000.0
WorkingCapital,7291000.0,13287000.0,25510000.0,37235000.0
NetTangibleAssets,7776000.0,13786000.0,25993000.0,37741000.0
CapitalLeaseObligations,1110000.0,1204000.0,1224000.0,1303000.0
CommonStockEquity,7776000.0,13786000.0,25993000.0,37741000.0
TotalCapitalization,7776000.0,13786000.0,25993000.0,37741000.0
TotalEquityGrossMinorityInterest,7776000.0,13786000.0,25993000.0,37741000.0
StockholdersEquity,7776000.0,13786000.0,25993000.0,37741000.0
GainsLossesNotAffectingRetainedEarnings,-4315000.0,-4315000.0,-4314000.0,-4318000.0
OtherEquityAdjustments,-4315000.0,-4315000.0,-4314000.0,-4318000.0
RetainedEarnings,-503582000.0,-492135000.0,-478006000.0,-464330000.0
AdditionalPaidInCapital,71735000.0,71136000.0,70367000.0,68869000.0
CapitalStock,443938000.0,439100000.0,437946000.0,437520000.0
CommonStock,443938000.0,439100000.0,437946000.0,437520000.0
TotalLiabilitiesNetMinorityInterest,13100000.0,12789000.0,13337000.0,13286000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,720000.0,817000.0,918000.0,1002000.0
LongTermDebtAndCapitalLeaseObligation,720000.0,817000.0,918000.0,1002000.0
LongTermCapitalLeaseObligation,720000.0,817000.0,918000.0,1002000.0
CurrentLiabilities,12380000.0,11972000.0,12419000.0,12284000.0
CurrentDeferredLiabilities,50000.0,,,
CurrentDebtAndCapitalLeaseObligation,390000.0,387000.0,306000.0,301000.0
CurrentCapitalLeaseObligation,390000.0,387000.0,306000.0,301000.0
PayablesAndAccruedExpenses,11940000.0,11585000.0,12113000.0,11983000.0
CurrentAccruedExpenses,9129000.0,8084000.0,6594000.0,5657000.0
Payables,2811000.0,3501000.0,5519000.0,6326000.0
AccountsPayable,2811000.0,3501000.0,5519000.0,6326000.0
TotalAssets,20876000.0,26575000.0,39330000.0,51027000.0
TotalNonCurrentAssets,1205000.0,1316000.0,1401000.0,1508000.0
NetPPE,1205000.0,1316000.0,1401000.0,1508000.0
AccumulatedDepreciation,-2089000.0,-1998000.0,-1906000.0,-2533000.0
GrossPPE,3294000.0,3314000.0,3307000.0,4041000.0
Leases,,,,184000.0
OtherProperties,3294000.0,3314000.0,3307000.0,3297000.0
MachineryFurnitureEquipment,,,,560000.0
Properties,,,,0.0
CurrentAssets,19671000.0,25259000.0,37929000.0,49519000.0
OtherCurrentAssets,261000.0,217000.0,162000.0,257000.0
PrepaidAssets,1693000.0,1736000.0,2047000.0,2303000.0
CashCashEquivalentsAndShortTermInvestments,17717000.0,23306000.0,35720000.0,46959000.0
OtherShortTermInvestments,1997000.0,14906000.0,12958000.0,9989000.0
CashAndCashEquivalents,15720000.0,8400000.0,22762000.0,36970000.0
CashEquivalents,14029000.0,5821000.0,,36374000.0
CashFinancial,1691000.0,2579000.0,,596000.0
