,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,82715507.0,82710507.0,82056499.0,81885000.0
ShareIssued,82715507.0,82710507.0,82056499.0,81885000.0
TotalDebt,1381000.0,2751000.0,4073000.0,5385000.0
TangibleBookValue,169805000.0,192121000.0,220934000.0,259560000.0
InvestedCapital,169805000.0,192121000.0,220934000.0,259560000.0
WorkingCapital,154693000.0,175979000.0,204626000.0,241017000.0
NetTangibleAssets,169805000.0,192121000.0,220934000.0,259560000.0
CapitalLeaseObligations,1381000.0,2751000.0,4073000.0,5385000.0
CommonStockEquity,169805000.0,192121000.0,220934000.0,259560000.0
TotalCapitalization,169805000.0,192121000.0,220934000.0,259560000.0
TotalEquityGrossMinorityInterest,169805000.0,192121000.0,220934000.0,259560000.0
StockholdersEquity,169805000.0,192121000.0,220934000.0,259560000.0
GainsLossesNotAffectingRetainedEarnings,-78000.0,-149000.0,-97000.0,-302000.0
OtherEquityAdjustments,-78000.0,-149000.0,-97000.0,-302000.0
RetainedEarnings,-696338000.0,-667541000.0,-629280000.0,-581633000.0
AdditionalPaidInCapital,866138000.0,859728000.0,850229000.0,841413000.0
CapitalStock,83000.0,83000.0,82000.0,82000.0
CommonStock,83000.0,83000.0,82000.0,82000.0
PreferredStock,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,22345000.0,28423000.0,37903000.0,47842000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0,0.0
LongTermDebtAndCapitalLeaseObligation,,,,0.0
LongTermCapitalLeaseObligation,,,,0.0
CurrentLiabilities,22345000.0,28423000.0,37903000.0,47842000.0
CurrentDeferredLiabilities,107000.0,689000.0,376000.0,366000.0
CurrentDeferredRevenue,107000.0,689000.0,376000.0,366000.0
CurrentDebtAndCapitalLeaseObligation,1381000.0,2751000.0,4073000.0,5385000.0
CurrentCapitalLeaseObligation,1381000.0,2751000.0,4073000.0,5385000.0
PensionandOtherPostRetirementBenefitPlansCurrent,6251000.0,4714000.0,4897000.0,9181000.0
PayablesAndAccruedExpenses,14606000.0,20269000.0,28557000.0,32910000.0
CurrentAccruedExpenses,9916000.0,14414000.0,15264000.0,24457000.0
Payables,4690000.0,5855000.0,13293000.0,8453000.0
AccountsPayable,4690000.0,5855000.0,13293000.0,8453000.0
TotalAssets,192150000.0,220544000.0,258837000.0,307402000.0
TotalNonCurrentAssets,15112000.0,16142000.0,16308000.0,18543000.0
OtherNonCurrentAssets,7293000.0,7315000.0,6756000.0,7951000.0
NetPPE,7819000.0,8827000.0,9552000.0,10592000.0
AccumulatedDepreciation,-44323000.0,-43788000.0,-43503000.0,-42894000.0
GrossPPE,52142000.0,52615000.0,53055000.0,53486000.0
Leases,25801000.0,25801000.0,25867000.0,25866000.0
ConstructionInProgress,391000.0,335000.0,290000.0,284000.0
OtherProperties,538000.0,1067000.0,1586000.0,2096000.0
MachineryFurnitureEquipment,25412000.0,25412000.0,25312000.0,25240000.0
Properties,0.0,0.0,0.0,0.0
CurrentAssets,177038000.0,204402000.0,242529000.0,288859000.0
OtherCurrentAssets,7994000.0,8623000.0,8769000.0,9787000.0
RestrictedCash,2999000.0,1499000.0,1499000.0,
Receivables,0.0,736000.0,1257000.0,7580000.0
DuefromRelatedPartiesCurrent,0.0,736000.0,1257000.0,7580000.0
CashCashEquivalentsAndShortTermInvestments,166045000.0,193544000.0,231004000.0,271492000.0
OtherShortTermInvestments,114569000.0,140273000.0,163455000.0,198036000.0
CashAndCashEquivalents,51476000.0,53271000.0,67549000.0,73456000.0
