,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,106980707.0,106980707.0,106980707.0,106980707.0,86980707.0
ShareIssued,106980707.0,106980707.0,106980707.0,106980707.0,86980707.0
TangibleBookValue,9562120.0,9840323.0,10001721.0,10201557.0,7926388.0
InvestedCapital,9562120.0,9840323.0,10001721.0,10201557.0,7926388.0
WorkingCapital,1991584.0,2300865.0,2519080.0,2893801.0,747826.0
NetTangibleAssets,9562120.0,9840323.0,10001721.0,10201557.0,7926388.0
CommonStockEquity,9562120.0,9840323.0,10001721.0,10201557.0,7926388.0
TotalCapitalization,9562120.0,9840323.0,10001721.0,10201557.0,7926388.0
TotalEquityGrossMinorityInterest,9562120.0,9840323.0,10001721.0,10201557.0,7926388.0
StockholdersEquity,9562120.0,9840323.0,10001721.0,10201557.0,7926388.0
GainsLossesNotAffectingRetainedEarnings,2262907.0,2474060.0,2474060.0,2482261.0,1914015.0
RetainedEarnings,-61432210.0,-61365160.0,-61203762.0,-61012127.0,-60346582.0
CapitalStock,68731423.0,68731423.0,68731423.0,68731423.0,66358955.0
CommonStock,68731423.0,68731423.0,68731423.0,68731423.0,66358955.0
TotalLiabilitiesNetMinorityInterest,2159308.0,130842.0,119242.0,89735.0,138246.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0,0.0,0.0
CurrentLiabilities,2159308.0,130842.0,119242.0,89735.0,138246.0
CurrentDeferredLiabilities,1811559.0,,,,
PayablesAndAccruedExpenses,347749.0,130842.0,119242.0,89735.0,138246.0
CurrentAccruedExpenses,246361.0,91266.0,67281.0,44301.0,93479.0
Payables,101388.0,39576.0,51961.0,45434.0,44767.0
AccountsPayable,101388.0,39576.0,51961.0,45434.0,44767.0
TotalAssets,11721428.0,9971165.0,10120963.0,10291292.0,8064634.0
TotalNonCurrentAssets,7570536.0,7539458.0,7482641.0,7307756.0,7178562.0
NonCurrentPrepaidAssets,38972.0,72404.0,122224.0,121892.0,26359.0
NetPPE,7531564.0,7467054.0,7360417.0,7185864.0,7152203.0
CurrentAssets,4150892.0,2431707.0,2638322.0,2983536.0,886072.0
PrepaidAssets,33791.0,53596.0,21656.0,22540.0,10325.0
Receivables,31370.0,25244.0,50831.0,48524.0,43596.0
TaxesReceivable,31370.0,25244.0,50831.0,,43596.0
AccountsReceivable,,,,48524.0,
CashCashEquivalentsAndShortTermInvestments,4085731.0,2352867.0,2565835.0,2912472.0,832151.0
OtherShortTermInvestments,100000.0,40000.0,40000.0,50000.0,50000.0
CashAndCashEquivalents,3985731.0,2312867.0,2525835.0,2862472.0,782151.0
CashEquivalents,1663003.0,2048418.0,2023533.0,,
CashFinancial,2322728.0,264449.0,502302.0,,782151.0
