,2022-12-31
OrdinarySharesNumber,490310633.0
ShareIssued,490310633.0
TotalDebt,723162.0
TangibleBookValue,11197403.0
InvestedCapital,11874903.0
WorkingCapital,-3803237.0
NetTangibleAssets,11197403.0
CapitalLeaseObligations,45662.0
CommonStockEquity,11197403.0
TotalCapitalization,11874903.0
TotalEquityGrossMinorityInterest,11197403.0
StockholdersEquity,11197403.0
GainsLossesNotAffectingRetainedEarnings,-1626621.0
OtherEquityAdjustments,-1626621.0
RetainedEarnings,-77839047.0
CapitalStock,90663071.0
CommonStock,90663071.0
TotalLiabilitiesNetMinorityInterest,16341264.0
TotalNonCurrentLiabilitiesNetMinorityInterest,9516240.0
OtherNonCurrentLiabilities,8821253.0
LongTermDebtAndCapitalLeaseObligation,694987.0
LongTermCapitalLeaseObligation,17487.0
LongTermDebt,677500.0
CurrentLiabilities,6825024.0
OtherCurrentLiabilities,5417530.0
CurrentDebtAndCapitalLeaseObligation,28175.0
CurrentCapitalLeaseObligation,28175.0
PensionandOtherPostRetirementBenefitPlansCurrent,164031.0
CurrentProvisions,287484.0
PayablesAndAccruedExpenses,927804.0
Payables,927804.0
OtherPayable,927804.0
TotalAssets,27538667.0
TotalNonCurrentAssets,24516880.0
InvestmentsAndAdvances,23652168.0
OtherInvestments,23549866.0
InvestmentinFinancialAssets,102302.0
TradingSecurities,102302.0
NetPPE,864712.0
AccumulatedDepreciation,-35471.0
GrossPPE,900183.0
OtherProperties,758344.0
MachineryFurnitureEquipment,141839.0
CurrentAssets,3021787.0
PrepaidAssets,265038.0
CashCashEquivalentsAndShortTermInvestments,2756749.0
CashAndCashEquivalents,2756749.0
CashEquivalents,20415.0
CashFinancial,2736334.0
