,2023-09-30,2023-06-30,2022-12-31
OrdinarySharesNumber,194120651.0,194120651.0,194120651.0
ShareIssued,194120651.0,194120651.0,194120651.0
NetDebt,58590.0,62821.0,
TotalDebt,65562.0,63675.0,60133.0
TangibleBookValue,-1248279.0,-958382.0,-360933.0
InvestedCapital,-1182717.0,-894707.0,-334922.0
WorkingCapital,-1248279.0,-958382.0,-360933.0
NetTangibleAssets,-1248279.0,-958382.0,-360933.0
CommonStockEquity,-1248279.0,-958382.0,-360933.0
TotalCapitalization,-1248279.0,-958382.0,-360933.0
TotalEquityGrossMinorityInterest,-1248279.0,-958382.0,-360933.0
StockholdersEquity,-1248279.0,-958382.0,-360933.0
OtherEquityInterest,886908.0,942348.0,1029048.0
RetainedEarnings,-26257657.0,-25923360.0,-25412611.0
AdditionalPaidInCapital,428088.0,428088.0,428088.0
CapitalStock,23694382.0,23594542.0,23594542.0
CommonStock,23694382.0,23594542.0,23594542.0
TotalLiabilitiesNetMinorityInterest,1296117.0,990237.0,701482.0
TotalNonCurrentLiabilitiesNetMinorityInterest,0.0,0.0,0.0
CurrentLiabilities,1296117.0,990237.0,701482.0
CurrentDebtAndCapitalLeaseObligation,65562.0,63675.0,60133.0
CurrentDebt,65562.0,63675.0,26011.0
CurrentNotesPayable,,,26011.0
PayablesAndAccruedExpenses,1230555.0,926562.0,641349.0
Payables,1230555.0,926562.0,641349.0
OtherPayable,10000.0,60698.0,
DuetoRelatedPartiesCurrent,223286.0,162775.0,45686.0
TotalTaxPayable,289829.0,283399.0,271581.0
AccountsPayable,707440.0,419690.0,324082.0
TotalAssets,47838.0,31855.0,340549.0
TotalNonCurrentAssets,0.0,0.0,0.0
NetPPE,,,0.0
CurrentAssets,47838.0,31855.0,340549.0
PrepaidAssets,10682.0,11517.0,10428.0
Receivables,30184.0,19484.0,97719.0
OtherReceivables,,,75000.0
AccountsReceivable,30184.0,19484.0,22719.0
CashCashEquivalentsAndShortTermInvestments,6972.0,854.0,232402.0
CashAndCashEquivalents,6972.0,854.0,232402.0
CashFinancial,6972.0,854.0,232402.0
