,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
PreferredSharesNumber,174000000.0,174000000.0,174000000.0,174000000.0,174000000.0
OrdinarySharesNumber,175670727.0,175501315.0,175492886.0,175466222.0,175265668.0
ShareIssued,175670727.0,175501315.0,175492886.0,175466222.0,175265668.0
NetDebt,8733275000.0,8399849000.0,6242502000.0,6203911000.0,6095573000.0
TotalDebt,9103277000.0,9029622000.0,6894167000.0,6899335000.0,6870826000.0
TangibleBookValue,5275911000.0,5343368000.0,5503922000.0,5475981000.0,5490885000.0
InvestedCapital,14766455000.0,14787281000.0,12610111000.0,12595046000.0,12594228000.0
WorkingCapital,-228991000.0,-14463000.0,144077000.0,225029000.0,260573000.0
NetTangibleAssets,9625911000.0,9693368000.0,9853922000.0,9825981000.0,9840885000.0
CommonStockEquity,5663178000.0,5757659000.0,5715944000.0,5695711000.0,5723402000.0
PreferredStockEquity,4350000000.0,4350000000.0,4350000000.0,4350000000.0,4350000000.0
TotalCapitalization,19116455000.0,19137281000.0,16960111000.0,16945046000.0,16944228000.0
TotalEquityGrossMinorityInterest,10106946000.0,10201891000.0,10158571000.0,10138048000.0,10166801000.0
MinorityInterest,93768000.0,94232000.0,92627000.0,92337000.0,93399000.0
StockholdersEquity,10013178000.0,10107659000.0,10065944000.0,10045711000.0,10073402000.0
GainsLossesNotAffectingRetainedEarnings,-67239000.0,-81104000.0,-75146000.0,-76448000.0,-80317000.0
OtherEquityAdjustments,-67239000.0,-81104000.0,-75146000.0,-76448000.0,-80317000.0
RetainedEarnings,-267910000.0,-130581000.0,-167404000.0,-168952000.0,-110231000.0
AdditionalPaidInCapital,5980760000.0,5951794000.0,5940945000.0,5923564000.0,5896423000.0
CapitalStock,4367567000.0,4367550000.0,4367549000.0,4367547000.0,4367527000.0
CommonStock,17567000.0,17550000.0,17549000.0,17547000.0,17527000.0
PreferredStock,4350000000.0,4350000000.0,4350000000.0,4350000000.0,4350000000.0
TotalLiabilitiesNetMinorityInterest,9702270000.0,9673858000.0,7401755000.0,7369730000.0,7385506000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,9103277000.0,9029622000.0,6894167000.0,6899335000.0,6870826000.0
LongTermDebtAndCapitalLeaseObligation,9103277000.0,9029622000.0,6894167000.0,6899335000.0,6870826000.0
LongTermDebt,9103277000.0,9029622000.0,6894167000.0,6899335000.0,6870826000.0
CurrentLiabilities,598993000.0,644236000.0,507588000.0,470395000.0,514680000.0
PayablesAndAccruedExpenses,598993000.0,644236000.0,507588000.0,470395000.0,514680000.0
CurrentAccruedExpenses,598993000.0,644236000.0,507588000.0,470395000.0,514680000.0
TotalAssets,19809216000.0,19875749000.0,17560326000.0,17507778000.0,17552307000.0
TotalNonCurrentAssets,19439214000.0,19245976000.0,16908661000.0,16812354000.0,16777054000.0
OtherNonCurrentAssets,275050000.0,287967000.0,256294000.0,265756000.0,230822000.0
InvestmentsAndAdvances,390180000.0,278131000.0,276778000.0,285692000.0,275752000.0
InvestmentProperties,18041264000.0,17808523000.0,15713636000.0,15663828000.0,15664971000.0
GoodwillAndOtherIntangibleAssets,387267000.0,414291000.0,212022000.0,219730000.0,232517000.0
OtherIntangibleAssets,221424000.0,248448000.0,46179000.0,53887000.0,66674000.0
Goodwill,165843000.0,165843000.0,165843000.0,165843000.0,165843000.0
NetPPE,345453000.0,457064000.0,449931000.0,377348000.0,372992000.0
GrossPPE,345453000.0,457064000.0,449931000.0,377348000.0,372992000.0
ConstructionInProgress,345453000.0,457064000.0,449931000.0,377348000.0,372992000.0
CurrentAssets,370002000.0,629773000.0,651665000.0,695424000.0,775253000.0
CashCashEquivalentsAndShortTermInvestments,370002000.0,629773000.0,651665000.0,695424000.0,775253000.0
CashAndCashEquivalents,370002000.0,629773000.0,651665000.0,695424000.0,775253000.0
