,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,1042499542.0,1036080497.0,1030214027.0,1019815657.0,1020427195.0
OrdinarySharesNumber,1763461775.0,1769880820.0,1775747290.0,1786145660.0,1785534122.0
ShareIssued,2805961317.0,2805961317.0,2805961317.0,2805961317.0,2805961317.0
NetDebt,22547000000.0,23561000000.0,26321000000.0,21474000000.0,22650000000.0
TotalDebt,26233000000.0,25098000000.0,27195000000.0,25387000000.0,26680000000.0
TangibleBookValue,-24017000000.0,-23925000000.0,-24366000000.0,-21419000000.0,-21534000000.0
InvestedCapital,22693000000.0,21691000000.0,23368000000.0,21511000000.0,22707000000.0
WorkingCapital,-5734000000.0,-6991000000.0,-7326000000.0,-1994000000.0,-1396000000.0
NetTangibleAssets,-24017000000.0,-23925000000.0,-24366000000.0,-21419000000.0,-21534000000.0
CommonStockEquity,-3540000000.0,-3407000000.0,-3827000000.0,-3876000000.0,-3973000000.0
TotalCapitalization,21572000000.0,20570000000.0,20247000000.0,20172000000.0,21151000000.0
TotalEquityGrossMinorityInterest,-3490000000.0,-3357000000.0,-3777000000.0,-3826000000.0,-3923000000.0
MinorityInterest,50000000.0,50000000.0,50000000.0,50000000.0,50000000.0
StockholdersEquity,-3540000000.0,-3407000000.0,-3827000000.0,-3876000000.0,-3973000000.0
GainsLossesNotAffectingRetainedEarnings,-2673000000.0,-2471000000.0,-2709000000.0,-2779000000.0,-2771000000.0
TreasuryStock,38802000000.0,38533000000.0,38273000000.0,37796000000.0,37816000000.0
RetainedEarnings,31094000000.0,30767000000.0,30340000000.0,29898000000.0,29792000000.0
AdditionalPaidInCapital,5906000000.0,5895000000.0,5880000000.0,5866000000.0,5887000000.0
CapitalStock,935000000.0,935000000.0,935000000.0,935000000.0,935000000.0
CommonStock,935000000.0,935000000.0,935000000.0,935000000.0,935000000.0
TotalLiabilitiesNetMinorityInterest,42060000000.0,39826000000.0,40928000000.0,40652000000.0,40877000000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,30741000000.0,29445000000.0,29264000000.0,31506000000.0,32261000000.0
OtherNonCurrentLiabilities,1621000000.0,1718000000.0,1324000000.0,809000000.0,324000000.0
EmployeeBenefits,1209000000.0,1223000000.0,1220000000.0,1214000000.0,1216000000.0
NonCurrentPensionAndOtherPostretirementBenefitPlans,1209000000.0,1223000000.0,1220000000.0,1214000000.0,1216000000.0
NonCurrentDeferredLiabilities,2799000000.0,2527000000.0,2646000000.0,5435000000.0,5597000000.0
NonCurrentDeferredRevenue,0.0,0.0,0.0,2700000000.0,2700000000.0
NonCurrentDeferredTaxesLiabilities,2799000000.0,2527000000.0,2646000000.0,2735000000.0,2897000000.0
LongTermDebtAndCapitalLeaseObligation,25112000000.0,23977000000.0,24074000000.0,24048000000.0,25124000000.0
LongTermDebt,25112000000.0,23977000000.0,24074000000.0,24048000000.0,25124000000.0
CurrentLiabilities,11319000000.0,10381000000.0,11664000000.0,9146000000.0,8616000000.0
CurrentDeferredLiabilities,2700000000.0,2700000000.0,2700000000.0,,0.0
CurrentDebtAndCapitalLeaseObligation,1121000000.0,1121000000.0,3121000000.0,1339000000.0,1556000000.0
CurrentDebt,1121000000.0,1121000000.0,3121000000.0,1339000000.0,1556000000.0
OtherCurrentBorrowings,1121000000.0,,,,1556000000.0
PayablesAndAccruedExpenses,7498000000.0,6560000000.0,5843000000.0,7807000000.0,7060000000.0
CurrentAccruedExpenses,5181000000.0,4328000000.0,3712000000.0,5710000000.0,4823000000.0
Payables,2317000000.0,2232000000.0,2131000000.0,2097000000.0,2237000000.0
DividendsPayable,1735000000.0,1742000000.0,1677000000.0,1685000000.0,1685000000.0
AccountsPayable,582000000.0,490000000.0,454000000.0,412000000.0,552000000.0
TotalAssets,38570000000.0,36469000000.0,37151000000.0,36826000000.0,36954000000.0
TotalNonCurrentAssets,32985000000.0,33079000000.0,32813000000.0,29674000000.0,29734000000.0
OtherNonCurrentAssets,845000000.0,1025000000.0,1005000000.0,979000000.0,965000000.0
InvestmentsAndAdvances,10011000000.0,9907000000.0,9643000000.0,9559000000.0,9600000000.0
InvestmentinFinancialAssets,10011000000.0,9907000000.0,9643000000.0,9559000000.0,9600000000.0
AvailableForSaleSecurities,10011000000.0,9907000000.0,9643000000.0,9559000000.0,9600000000.0
GoodwillAndOtherIntangibleAssets,20477000000.0,20518000000.0,20539000000.0,17543000000.0,17561000000.0
OtherIntangibleAssets,13686000000.0,13727000000.0,13749000000.0,12366000000.0,12384000000.0
Goodwill,6791000000.0,6791000000.0,6790000000.0,5177000000.0,5177000000.0
NetPPE,1652000000.0,1629000000.0,1626000000.0,1593000000.0,1608000000.0
AccumulatedDepreciation,-2930000000.0,-2897000000.0,-2861000000.0,-2820000000.0,-2819000000.0
GrossPPE,4582000000.0,4526000000.0,4487000000.0,4413000000.0,4427000000.0
ConstructionInProgress,240000000.0,,,,248000000.0
MachineryFurnitureEquipment,2684000000.0,,,,2578000000.0
BuildingsAndImprovements,1535000000.0,,,,1478000000.0
LandAndImprovements,123000000.0,,,,123000000.0
Properties,0.0,,,,0.0
CurrentAssets,5585000000.0,3390000000.0,4338000000.0,7152000000.0,7220000000.0
OtherCurrentAssets,117000000.0,622000000.0,438000000.0,183000000.0,138000000.0
Inventory,1215000000.0,1174000000.0,1191000000.0,1252000000.0,1180000000.0
FinishedGoods,340000000.0,327000000.0,354000000.0,356000000.0,266000000.0
WorkInProcess,22000000.0,29000000.0,29000000.0,30000000.0,24000000.0
RawMaterials,853000000.0,818000000.0,808000000.0,866000000.0,890000000.0
Receivables,567000000.0,57000000.0,1835000000.0,1804000000.0,1872000000.0
OtherReceivables,71000000.0,57000000.0,63000000.0,58000000.0,48000000.0
TaxesReceivable,496000000.0,,,,103000000.0
AccountsReceivable,0.0,0.0,1772000000.0,1746000000.0,1721000000.0
CashCashEquivalentsAndShortTermInvestments,3686000000.0,1537000000.0,874000000.0,3913000000.0,4030000000.0
CashAndCashEquivalents,3686000000.0,1537000000.0,874000000.0,3913000000.0,4030000000.0
