,2023-03-31,2022-12-31
OrdinarySharesNumber,93321387.0,75181387.0
ShareIssued,93321387.0,75181387.0
TotalDebt,3118135.0,3428046.0
TangibleBookValue,3030949.0,4035482.0
InvestedCapital,3241571.0,4264128.0
WorkingCapital,-1387079.0,-867744.0
NetTangibleAssets,3030949.0,4035482.0
CapitalLeaseObligations,3024551.0,3335065.0
CommonStockEquity,3147987.0,4171147.0
TotalCapitalization,3147987.0,4171147.0
TotalEquityGrossMinorityInterest,3147987.0,4171147.0
StockholdersEquity,3147987.0,4171147.0
GainsLossesNotAffectingRetainedEarnings,5187769.0,4988304.0
RetainedEarnings,-37204412.0,-34225787.0
CapitalStock,35164630.0,33408630.0
CommonStock,35164630.0,33408630.0
TotalLiabilitiesNetMinorityInterest,5687676.0,6169363.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1737707.0,2059606.0
OtherNonCurrentLiabilities,17733.0,17619.0
LongTermDebtAndCapitalLeaseObligation,1719974.0,2041987.0
LongTermCapitalLeaseObligation,1719974.0,2041987.0
CurrentLiabilities,3949969.0,4109757.0
CurrentDebtAndCapitalLeaseObligation,1398161.0,1386059.0
CurrentCapitalLeaseObligation,1304577.0,1293078.0
CurrentDebt,93584.0,92981.0
CurrentNotesPayable,93584.0,92981.0
PayablesAndAccruedExpenses,2551808.0,2723698.0
TotalAssets,8835663.0,10340510.0
TotalNonCurrentAssets,6416944.0,7098497.0
OtherNonCurrentAssets,,371370.0
NonCurrentPrepaidAssets,358997.0,371370.0
InvestmentsAndAdvances,515728.0,558575.0
LongTermEquityInvestment,515728.0,558575.0
InvestmentsinJointVenturesatCost,515728.0,558575.0
GoodwillAndOtherIntangibleAssets,117038.0,135665.0
OtherIntangibleAssets,,135665.0
NetPPE,5425181.0,6032887.0
AccumulatedDepreciation,-4613943.0,-3735885.0
GrossPPE,10039124.0,9768772.0
Leases,1658730.0,1648169.0
ConstructionInProgress,135873.0,49346.0
OtherProperties,8026787.0,7854154.0
MachineryFurnitureEquipment,217734.0,217103.0
Properties,0.0,0.0
CurrentAssets,2562890.0,3242013.0
RestrictedCash,0.0,1157894.0
PrepaidAssets,313438.0,377919.0
Inventory,344276.0,542683.0
Receivables,438255.0,554654.0
TaxesReceivable,11833.0,30607.0
AccountsReceivable,426422.0,524047.0
CashCashEquivalentsAndShortTermInvestments,1466921.0,608863.0
CashAndCashEquivalents,1466921.0,608863.0
