,2023-08-31,2023-05-31
NetDebt,1297816.0,1250135.0
TotalDebt,1299380.0,1252684.0
TangibleBookValue,-1266689.0,-1250900.0
InvestedCapital,7032691.0,7001784.0
WorkingCapital,-84897.0,-85531.0
NetTangibleAssets,-1266606.0,-1250817.0
CommonStockEquity,5733311.0,5749100.0
PreferredStockEquity,83.0,83.0
TotalCapitalization,6940103.0,6939469.0
TotalEquityGrossMinorityInterest,5733394.0,5749183.0
StockholdersEquity,5733394.0,5749183.0
RetainedEarnings,-29261622.0,-29245833.0
AdditionalPaidInCapital,34900986.0,34900986.0
CapitalStock,94030.0,94030.0
CommonStock,93947.0,93947.0
PreferredStock,83.0,83.0
TotalLiabilitiesNetMinorityInterest,1344719.0,1329915.0
TotalNonCurrentLiabilitiesNetMinorityInterest,1206709.0,1190286.0
LongTermDebtAndCapitalLeaseObligation,1206709.0,1190286.0
LongTermDebt,1206709.0,1190286.0
CurrentLiabilities,138010.0,139629.0
CurrentDebtAndCapitalLeaseObligation,92671.0,62398.0
CurrentDebt,92671.0,62398.0
OtherCurrentBorrowings,92671.0,62398.0
PayablesAndAccruedExpenses,45339.0,77231.0
Payables,45339.0,77231.0
AccountsPayable,45339.0,77231.0
TotalAssets,7078113.0,7079098.0
TotalNonCurrentAssets,7025000.0,7025000.0
GoodwillAndOtherIntangibleAssets,7000000.0,7000000.0
OtherIntangibleAssets,7000000.0,7000000.0
NetPPE,25000.0,25000.0
GrossPPE,25000.0,25000.0
OtherProperties,25000.0,25000.0
CurrentAssets,53113.0,54098.0
Inventory,51549.0,51549.0
CashCashEquivalentsAndShortTermInvestments,1564.0,2549.0
CashAndCashEquivalents,1564.0,2549.0
CashFinancial,1564.0,2549.0
