,2023-09-30,2023-06-30,2023-03-31,2022-12-31
OrdinarySharesNumber,12997423.0,12997000.0,12797000.0,12797000.0
ShareIssued,12997423.0,12997000.0,12797000.0,12797000.0
NetDebt,,602000.0,748000.0,3335000.0
TotalDebt,2581000.0,3859000.0,3921000.0,6166000.0
TangibleBookValue,5131000.0,1988000.0,2115000.0,1683000.0
InvestedCapital,5789000.0,4003000.0,4401000.0,6204000.0
WorkingCapital,5116000.0,1975000.0,2109000.0,1684000.0
NetTangibleAssets,5131000.0,1988000.0,2115000.0,1683000.0
CapitalLeaseObligations,2581000.0,2649000.0,2716000.0,2782000.0
CommonStockEquity,5789000.0,2793000.0,3196000.0,2820000.0
TotalCapitalization,5789000.0,2793000.0,3196000.0,2820000.0
TotalEquityGrossMinorityInterest,5789000.0,2793000.0,3196000.0,2820000.0
StockholdersEquity,5789000.0,2793000.0,3196000.0,2820000.0
RetainedEarnings,-3461000.0,-6456000.0,-6003000.0,-6372000.0
AdditionalPaidInCapital,7950000.0,7949000.0,7919000.0,7912000.0
CapitalStock,1300000.0,1300000.0,1280000.0,1280000.0
CommonStock,1300000.0,1300000.0,1280000.0,1280000.0
PreferredStock,0.0,0.0,0.0,0.0
TotalLiabilitiesNetMinorityInterest,3493000.0,5318000.0,5193000.0,7911000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,2323000.0,2396000.0,2468000.0,2539000.0
OtherNonCurrentLiabilities,27000.0,27000.0,27000.0,27000.0
LongTermDebtAndCapitalLeaseObligation,2296000.0,2369000.0,2441000.0,2512000.0
LongTermCapitalLeaseObligation,2296000.0,2369000.0,2441000.0,2512000.0
CurrentLiabilities,1170000.0,2922000.0,2725000.0,5372000.0
CurrentDebtAndCapitalLeaseObligation,285000.0,1490000.0,1480000.0,3654000.0
CurrentCapitalLeaseObligation,285000.0,280000.0,275000.0,270000.0
CurrentDebt,,1210000.0,1205000.0,3384000.0
OtherCurrentBorrowings,,1210000.0,1205000.0,3384000.0
PayablesAndAccruedExpenses,885000.0,1432000.0,1245000.0,1718000.0
CurrentAccruedExpenses,132000.0,107000.0,215000.0,311000.0
Payables,753000.0,1325000.0,1030000.0,1407000.0
AccountsPayable,753000.0,1325000.0,1030000.0,1407000.0
TotalAssets,9282000.0,8111000.0,8389000.0,10731000.0
TotalNonCurrentAssets,2996000.0,3214000.0,3555000.0,3675000.0
OtherNonCurrentAssets,39000.0,45000.0,46000.0,46000.0
GoodwillAndOtherIntangibleAssets,658000.0,805000.0,1081000.0,1137000.0
OtherIntangibleAssets,658000.0,805000.0,1081000.0,1137000.0
Goodwill,,,,0.0
NetPPE,2299000.0,2364000.0,2428000.0,2492000.0
AccumulatedDepreciation,,,,-150000.0
GrossPPE,2299000.0,2364000.0,2428000.0,2642000.0
OtherProperties,2299000.0,2364000.0,2428000.0,2491000.0
MachineryFurnitureEquipment,,,,151000.0
CurrentAssets,6286000.0,4897000.0,4834000.0,7056000.0
AssetsHeldForSaleCurrent,0.0,2280000.0,,
RestrictedCash,250000.0,,,0.0
PrepaidAssets,168000.0,304000.0,462000.0,243000.0
Inventory,370000.0,523000.0,2940000.0,4692000.0
FinishedGoods,,,,4568000.0
RawMaterials,,,,124000.0
Receivables,1083000.0,1182000.0,975000.0,2072000.0
TaxesReceivable,0.0,0.0,0.0,239000.0
AccountsReceivable,1083000.0,1182000.0,975000.0,1833000.0
AllowanceForDoubtfulAccountsReceivable,-14000.0,-36000.0,-59000.0,-59000.0
GrossAccountsReceivable,1097000.0,1218000.0,1034000.0,1892000.0
CashCashEquivalentsAndShortTermInvestments,4415000.0,608000.0,457000.0,49000.0
CashAndCashEquivalents,4415000.0,608000.0,457000.0,49000.0
CashFinancial,,608000.0,457000.0,49000.0
