,2022-12-31
OrdinarySharesNumber,32000000.0
ShareIssued,32000000.0
NetDebt,5336437.0
TotalDebt,12642902.0
TangibleBookValue,17882295.0
InvestedCapital,32132770.0
WorkingCapital,-20679813.0
NetTangibleAssets,17882295.0
CapitalLeaseObligations,453067.0
CommonStockEquity,19942935.0
TotalCapitalization,28391770.0
TotalEquityGrossMinorityInterest,19942935.0
StockholdersEquity,19942935.0
GainsLossesNotAffectingRetainedEarnings,4605432.0
OtherEquityAdjustments,4605432.0
RetainedEarnings,6576167.0
AdditionalPaidInCapital,8746336.0
CapitalStock,15000.0
CommonStock,15000.0
TotalLiabilitiesNetMinorityInterest,52186748.0
TotalNonCurrentLiabilitiesNetMinorityInterest,9654100.0
NonCurrentDeferredLiabilities,872789.0
NonCurrentDeferredRevenue,872789.0
LongTermDebtAndCapitalLeaseObligation,8781311.0
LongTermCapitalLeaseObligation,332476.0
LongTermDebt,8448835.0
CurrentLiabilities,42532648.0
CurrentDeferredLiabilities,4920888.0
CurrentDeferredRevenue,4920888.0
CurrentDebtAndCapitalLeaseObligation,3861591.0
CurrentCapitalLeaseObligation,120591.0
CurrentDebt,3741000.0
OtherCurrentBorrowings,3741000.0
LineOfCredit,3741000.0
PayablesAndAccruedExpenses,33750169.0
CurrentAccruedExpenses,3816840.0
Payables,29933329.0
OtherPayable,4211854.0
DuetoRelatedPartiesCurrent,0.0
TotalTaxPayable,18081026.0
AccountsPayable,7640449.0
TotalAssets,72129683.0
TotalNonCurrentAssets,50276848.0
OtherNonCurrentAssets,504441.0
NonCurrentDeferredAssets,1023064.0
NonCurrentDeferredTaxesAssets,712928.0
GoodwillAndOtherIntangibleAssets,2060640.0
NetPPE,46688703.0
GrossPPE,46688703.0
OtherProperties,46688703.0
CurrentAssets,21852835.0
OtherCurrentAssets,315448.0
RestrictedCash,303025.0
PrepaidAssets,5579400.0
Inventory,5443133.0
Receivables,3358431.0
DuefromRelatedPartiesCurrent,746680.0
AccountsReceivable,2611751.0
CashCashEquivalentsAndShortTermInvestments,6853398.0
CashAndCashEquivalents,6853398.0
